"","pol","tur","hrv","nor","gre","rus","spa","authorcount"
"Kinsky,Esther",1,0,0,0,0,0,0,1
"Lavant,Christine",1,0,0,0,0,0,0,1
"Lindemann,Till",1,0,0,0,0,1,0,2
"Lüninghöner,Gert",1,0,0,0,0,0,0,1
"Mischke,Susanne",1,0,0,0,0,0,0,1
"Richter,Jutta",1,0,0,0,0,0,2,3
"Roes,Michael",1,0,0,0,0,0,1,2
"Rosenfeld,Astrid",1,0,0,1,0,0,1,3
"Sachs,Nelly",1,1,1,1,0,1,2,7
"Schreiber,Claudia",1,0,0,1,0,0,1,3
"Shakib,Siba",1,1,0,2,0,0,0,4
"Stramm,August",1,0,0,0,0,0,0,1
"Ustinov,Peter",1,1,1,0,2,0,0,5
"Vlcek,Ernst",1,0,0,0,0,0,0,1
"Woelk,Ulrich",1,1,0,0,0,0,0,2
"Bauer,Wolfgang",1,0,0,0,0,0,0,1
"Behr,Hans-Georg",1,0,0,0,0,0,0,1
"Bloch,Ernst",1,1,0,0,0,0,1,3
"Bonaventura",1,0,0,0,0,0,1,2
"Grill,Evelyn",1,0,0,0,0,0,0,1
"Grzimek,Martin",1,0,0,0,0,0,0,1
"Jirgl,Reinhard",1,0,0,0,0,1,1,3
"Jonke,Gert",1,0,1,0,0,0,1,3
"Kettenbach,HansWerner",1,0,0,0,0,0,1,2
"Landorff,Max",1,0,0,0,0,0,1,2
"Lichtenberg,GeorgChristoph",1,0,0,0,1,0,2,4
"Stern,Horst",1,0,1,0,0,0,0,2
"Szyszkowitz,Gerald",1,0,0,0,0,0,0,1
"Grube,Tina",1,1,0,0,1,0,0,3
"Mehr,Mariella",1,0,0,0,0,0,0,1
"Schmid,Christophvon",1,0,3,0,0,2,1,7
"Alberts,Jürgen",1,0,0,0,0,0,1,2
"Buhl,Marc",1,0,0,0,0,0,0,1
"Burger,Hermann",1,0,0,0,0,0,0,1
"Drawert,Kurt",1,0,0,0,0,0,0,1
"Elsberg,Marc",1,0,0,0,0,0,1,2
"Forte,Dieter",1,1,0,0,0,1,0,3
"Heim,Peter",1,0,0,0,0,0,1,2
"Heinrich,Willi",1,0,0,0,0,0,0,1
"Holz,Arno",1,0,0,0,0,0,0,1
"Nizon,Paul",1,0,1,0,0,3,2,7
"Schriber,Margrit",1,0,0,0,0,0,0,1
"Simon,Christoph",1,0,0,0,0,0,0,1
"Stecher,Reinhold",1,0,1,0,0,0,0,2
"Steinfest,Heinrich",1,0,0,0,0,0,0,1
"Gehrisch,Peter",1,0,0,0,0,0,0,1
"Gellert,ChristianFürchtegott",1,0,0,0,0,0,0,1
"Händl,Klaus",1,0,0,0,0,0,0,1
"Hilscher,Eberhard",1,0,0,0,0,0,0,1
"Poethen,Johannes",1,0,0,0,0,0,0,1
"Rachowski,Utz",1,0,0,0,0,0,0,1
"Stadler,Ernst",1,0,0,0,0,0,0,1
"Köhler,Barbara",1,0,0,0,1,0,0,2
"Noll,Dieter",1,0,0,0,1,0,0,2
"Tsokos,Michael",1,0,0,0,1,0,0,2
"Lefèvre,Pierre",1,0,1,0,0,0,0,2
"Nawrat,Matthias",1,0,1,0,0,0,0,2
"Weiser,Franz",1,0,1,0,0,0,0,2
"Brentano,Clemens",1,0,0,0,0,0,1,2
"Nick,Dagmar",1,0,0,0,0,0,0,1
"Schacht,Andrea",1,0,0,0,0,0,0,1
"Arenz,Ewald",1,0,0,0,0,0,0,1
"Goga-Klinkenberg,Susanne",1,0,0,0,0,0,4,5
"Lothar,Ernst",1,0,0,0,0,0,0,1
"Morsbach,Petra",1,0,0,0,0,0,0,1
"Wolff,Freda",1,0,0,0,0,0,0,1
"Pollesch,René",1,0,0,0,0,0,0,1
"Haucke,Ursula",1,0,0,0,0,0,0,1
"Spilling-Nöker,Christa",1,0,0,0,0,0,0,1
"Zabel,Eugen",1,0,0,0,0,0,0,1
"Mancini,ClaudioMichele",1,0,0,0,0,0,0,1
"Oster,Jutta",1,0,0,0,0,0,0,1
"Stadler,Arnold",1,0,0,1,0,1,0,3
"Aehnlich,Kathrin",1,0,0,0,0,0,0,1
"Ahlswede,Elke",1,0,0,0,0,0,0,1
"Ahrens,Hanna",1,0,0,0,0,0,0,1
"Albany,James",1,0,0,0,0,0,0,1
"Albrecht,Stefan",1,0,0,0,0,0,0,1
"Arold,Marliese",1,0,0,0,0,0,1,2
"Ast,Victor",1,0,0,0,0,0,0,1
"Augustin,Ernst",1,1,0,0,0,1,0,3
"Bader,Katarina",1,0,0,0,0,0,0,1
"Bartel,Jörg",1,0,0,0,0,0,0,1
"Barth,ArminP.",1,0,0,0,0,0,0,1
"Bauer,ChristophW.",1,0,0,0,0,0,0,1
"Bauer,Gerhard",1,0,0,0,0,0,0,1
"Baumann,Iren",1,0,0,0,0,0,0,1
"Beck,Eleonore",1,0,0,0,0,0,0,1
"Benno,JohannErnst",1,0,0,0,0,0,0,1
"Berberich,Eva",1,0,0,0,0,0,0,1
"Berkeley,Ben",1,0,0,0,0,0,0,1
"Beyeler,HermannAlexander",1,0,0,0,0,0,0,1
"Bielen,Valerie",1,0,0,0,0,0,0,1
"Blaszczyk,Erika",1,0,0,0,0,0,0,1
"Boeser,Knut",1,0,0,0,0,0,0,1
"Bollmann,Sören",1,0,0,0,0,0,0,1
"Boulad,Henri",1,0,0,0,0,0,0,1
"Breuers,Dieter",1,1,0,0,0,0,0,2
"Bruns,Marianne",1,0,0,0,0,0,0,1
"Burghof,Bettina",1,0,0,0,0,0,0,1
"Cactus,Françoise",1,0,0,0,0,0,0,1
"Canitz,Friedrichvon",1,0,0,0,0,0,0,1
"Carstens,Carola",1,0,0,0,0,0,0,1
"Collée,Miriam",1,0,0,0,0,0,0,1
"Cullen,July",1,0,0,0,0,0,0,1
"Dorn,Anne",1,0,0,0,0,0,0,1
"Dotzler,Arsenius",1,0,0,0,0,0,0,1
"Dröscher,Daniela",1,0,0,0,0,0,0,1
"Eichel,Christine",1,0,0,0,0,1,0,2
"Enskat,Fritz",1,0,0,0,0,0,0,1
"Euw,Aloysvon",1,0,0,0,0,0,0,1
"Federico,Carla",1,0,0,0,0,0,2,3
"Foresti,Traute",1,0,0,0,0,0,0,1
"Fussenegger,Gertrud",1,0,0,0,0,0,0,1
"Fux,Christiane",1,0,0,0,0,0,0,1
"Gerstl,Elfriede",1,0,0,0,0,0,0,1
"Goetz,Bruno",1,0,0,0,0,0,0,1
"Gogolin,PeterH.",1,0,0,0,0,0,0,1
"Goltz,Barbaravonder",1,0,0,0,0,0,0,1
"Gudelius,Claudia",1,0,0,0,0,0,0,1
"Gütersloh,AlbertParis",1,0,0,0,0,0,0,1
"Hagedorn,Friedrichvon",1,0,0,0,0,0,0,1
"Hajos,Mary",1,0,0,0,0,0,0,1
"Halicka,Beata",1,0,0,0,0,0,0,1
"Handl,HaimoL.",1,0,0,0,0,0,0,1
"Hansen,Georg",1,0,0,0,0,0,0,1
"Hauptstock,Georg",1,0,0,0,0,0,0,1
"Heinrich,Sabine",1,0,0,0,0,0,0,1
"Heinrich,Walter",1,0,0,0,0,0,0,1
"Held,Zoe",1,0,0,0,0,0,0,1
"Hemmann,Tino",1,0,0,0,0,0,0,1
"Henning,Peter",1,0,0,0,0,0,0,1
"Herrmann,Markus",1,0,0,0,0,0,0,1
"Holbe,Daniel",1,0,0,0,0,0,0,1
"Höntsch,Ursula",1,0,0,0,0,0,0,1
"Horny,Tinga",1,0,0,0,0,0,0,1
"Hülsebusch,Bernhard",1,0,0,0,0,0,0,1
"Jansen,Marie",1,0,0,0,0,0,0,1
"Jeske,Gerhard",1,0,0,0,0,0,0,1
"Jurreit,Marielouise",1,0,0,0,0,0,0,1
"Kalka,Dieter",1,0,0,0,0,0,0,1
"Kaltenbrunner,Otto",1,0,0,0,0,0,0,1
"Kämmerer,Leo",1,0,0,0,0,0,0,1
"Kaufmann,Paul",1,0,0,0,0,0,0,1
"Keller,Paul",1,0,0,0,0,0,0,1
"Klein,Ernst",1,0,0,0,0,0,0,1
"Kleist,EwaldChristianvon",1,0,0,0,0,0,0,1
"Knapp,Andreas",1,0,0,0,0,0,0,1
"Knobloch,Ina",1,0,0,0,0,0,0,1
"Koch,Anna",1,0,0,0,0,0,0,1
"Köck,Thomas",1,0,0,0,0,0,0,1
"Kolb,GuidoJ.",1,0,0,0,0,0,0,1
"Köpp,ConstanzeH.E.",1,0,0,0,0,0,0,1
"Krebs,JohannBaptist",1,0,0,0,0,0,0,1
"Krzywon,ErnstJosef",1,0,0,0,0,0,0,1
"Kuehnelt-Leddihn,Erikvon",1,0,0,0,0,0,0,1
"Langenstein,Bernhard",1,0,0,0,0,0,0,1
"Langkammer,MariuszWitoldvon",1,0,0,0,0,0,0,1
"Ligocka,Roma",1,0,0,0,0,0,0,1
"Marcus,Stella",1,0,0,0,0,0,0,1
"Matysiak,AdaJadwiga",1,0,0,0,0,0,0,1
"May,Iris",1,0,0,0,0,0,0,1
"Meier,Carlo",1,0,0,0,0,0,0,1
"Melchior,Ib",1,0,0,0,0,0,0,1
"Menzel,Oswald",1,0,0,0,0,0,0,1
"Mickiewicz,Iwona",1,0,0,0,0,0,0,1
"Minden,InkaLoreen",1,0,0,0,0,0,0,1
"Mönnich,Horst",1,0,0,0,0,0,0,1
"Morese,MariaCarmen",1,0,0,0,0,0,0,1
"Mühlenfels,Hannsvon",1,0,0,0,0,0,0,1
"Müller,Catrin",1,0,0,0,0,0,0,1
"Mutius,Dagmarvon",1,0,0,0,0,0,0,1
"Niekrawietz,Hans",1,0,0,0,0,0,0,1
"Oesterle,Kurt",1,0,0,0,0,0,0,1
"Ossowski,Leonie",1,0,0,0,0,0,0,1
"Ostau,Ruthvon",1,0,0,0,0,0,0,1
"Osten,Manfred",1,0,0,0,0,0,0,1
"Paul,Fritzi",1,0,0,0,0,0,0,1
"Peter,Rita",1,0,0,0,0,0,0,1
"Pfister,Astrid",1,0,0,0,0,0,0,1
"Pisa,MariaRegina",1,0,0,0,0,0,0,1
"Prodöhl,Günter",1,0,0,0,0,0,0,1
"Rabener,GottliebWilhelm",1,0,0,0,0,0,0,1
"Regnier,Sandra",1,0,0,0,0,0,0,1
"Roden,Robert",1,0,0,0,0,0,0,1
"Röhrig,Tilman",1,0,0,0,0,0,0,1
"Ross,Christopher",1,0,0,0,0,0,0,1
"Rotzetter,Anton",1,0,0,0,0,0,0,1
"Russbült,Stephan",1,0,0,0,0,1,0,2
"Sachse,Günter",1,0,0,0,0,0,0,1
"Sandberg,Ellen",1,0,0,0,0,0,0,1
"Scandi,Tina",1,0,0,0,0,0,0,1
"Schilddorfer,Gerd",1,0,0,0,0,0,0,1
"Schmid,Ulrich",1,0,0,0,0,0,0,1
"Scholtis,August",1,0,0,0,0,0,0,1
"Schoof,Renate",1,0,0,0,0,0,0,1
"Schulz,Paulina",1,0,0,0,0,0,0,1
"Senser,Armin",1,0,0,0,0,0,0,1
"Sinkel,Bernhard",1,0,0,0,0,0,1,2
"Sommer,Fedor",1,0,0,0,0,0,0,1
"Sopalla,Paul",1,0,0,0,0,0,0,1
"Stasiuk,Andrzej",1,0,0,0,0,0,0,1
"Stevens,Kelly",1,0,0,0,0,0,0,1
"Tanner,Jaden",1,0,0,0,0,0,0,1
"Taschler,JudithW.",1,0,0,0,0,0,0,1
"Thadden,Johannesvon",1,0,0,0,0,0,0,1
"Weissberg,Nea",1,0,0,0,0,0,0,1
"Wekwerth,Rainer",1,0,0,0,0,0,0,1
"Wilbert,Jürgen",1,0,0,0,0,0,0,1
"Winner,Jonas",1,0,0,0,0,0,0,1
"Winter,Hanna",1,0,0,0,0,0,0,1
"Wochele,Rainer",1,0,0,0,0,0,0,1
"Wojnakowska-Jabłońska,Paulina",1,0,0,0,0,0,0,1
"Wolf,Doris",1,0,0,0,0,0,0,1
"Worm,Heinz-Lothar",1,0,0,0,0,0,0,1
"Zander,HansConrad",1,0,0,0,0,0,0,1
"Zeller,Michael",1,0,0,0,0,0,0,1
"Zieliński,Adam",1,0,0,0,0,0,0,1
"Zöller,Martin",1,0,0,0,0,0,0,1
"Hackl,Erich",2,1,1,0,2,1,6,13
"Kehlmann,Daniel",2,7,7,7,6,6,7,42
"Schulze,Ingo",2,2,2,2,5,2,5,20
"Bachmann,Ingeborg",2,7,1,3,1,1,7,22
"Fontane,Theodor",2,0,2,1,0,1,17,23
"Geiger,Arno",2,0,0,1,1,1,1,6
"Hoppe,Felicitas",2,1,0,0,0,1,2,6
"Krüger,Michael",2,0,0,0,0,2,3,7
"Loetscher,Hugo",2,1,2,0,0,1,2,8
"Menasse,Robert",2,0,1,1,1,3,3,11
"Dorn,Wulf",2,4,0,0,0,0,4,10
"Bürger,GottfriedAugust",2,0,0,0,0,0,1,3
"Mann,Klaus",2,1,0,1,1,4,11,20
"Stanišić,Saša",2,1,1,1,1,1,1,8
"Vermes,Timur",2,1,1,2,2,1,4,13
"Aichinger,Ilse",2,0,0,0,1,1,2,6
"Bannalec,Jean-Luc",2,0,1,0,0,1,14,18
"Berg,Sibylle",2,2,0,0,0,0,1,5
"Capus,Alex",2,2,0,2,2,4,2,14
"Cotton,Jerry",2,0,0,0,0,1,0,3
"Dempf,Peter",2,0,0,0,0,2,1,5
"Ewers,HannsHeinz",2,0,0,0,0,3,4,9
"Fischer,ClausCornelius",2,0,0,0,0,0,1,3
"Gier,Kerstin",2,2,3,0,0,1,1,9
"Hohlbein,Wolfgang",2,0,0,0,0,12,7,21
"Kaminer,Wladimir",2,0,3,1,1,2,1,10
"Kunze,Reiner",2,0,0,1,0,0,0,3
"Mitterer,Felix",2,0,0,0,0,0,0,2
"Mora,Terézia",2,1,1,1,1,0,1,7
"Prange,Peter",2,1,0,0,1,1,4,9
"Raabe,Melanie",2,1,1,0,1,1,2,8
"Rezzori,Gregorvon",2,0,0,0,0,0,5,7
"Rothmann,Ralf",2,2,2,1,0,2,3,12
"Safier,David",2,4,1,3,2,1,23,36
"Streeruwitz,Marlene",2,0,0,0,0,2,0,4
"Thiesler,Sabine",2,1,0,0,0,5,0,8
"Turrini,Peter",2,1,0,0,0,0,0,3
"Wagner,JanCostin",2,2,0,0,0,0,3,7
"Wells,Benedict",2,0,0,2,0,0,2,6
"Widmer,Urs",2,2,0,1,0,4,3,12
"Bentow,Max",2,0,0,0,0,0,1,3
"Busch,Wilhelm",2,1,0,0,1,3,2,9
"Schätzing,Frank",2,3,0,3,2,1,13,24
"Drvenkar,Zoran",2,1,1,0,0,0,4,8
"Fröhlich,Susanne",2,0,0,0,0,0,0,2
"Hilbig,Wolfgang",2,1,1,0,0,1,1,6
"Baum,Vicki",2,1,0,0,0,1,1,5
"Buber,Martin",2,0,0,0,0,2,1,5
"Däniken,Erichvon",2,0,0,0,0,0,0,2
"Dorst,Tankred",2,0,0,1,1,0,1,5
"Fried,Erich",2,0,0,1,0,1,3,7
"Hilliges,IlonaMaria",2,0,0,0,0,0,0,2
"Kaminski,André",2,0,0,0,0,0,1,3
"Kuhn,Krystyna",2,0,0,0,0,0,0,2
"Lange-Müller,Katja",2,1,1,0,0,1,2,7
"Lucas,Charlotte",2,0,0,0,0,1,2,5
"Mayenburg,Mariusvon",2,0,0,1,1,1,0,5
"Moser,Milena",2,0,0,0,0,0,2,4
"Rademacher,Cay",2,0,0,0,0,0,2,4
"Rehn,Heidi",2,0,0,0,0,0,0,2
"Scheibler,Susanne",2,0,0,0,0,0,0,2
"Schmidt,Arno",2,1,0,1,3,1,7,15
"Vosseler,NicoleC.",2,0,0,0,0,8,7,17
"Winder,Ludwig",2,0,0,0,0,0,1,3
"Glauser,Friedrich",2,0,0,0,0,1,4,7
"Walser,Alissa",2,1,0,0,0,0,2,5
"Eisele,Martin",2,0,0,0,0,0,0,2
"Hillenbrand,Tom",2,0,1,0,0,1,6,10
"Hofmann,Gert",2,0,0,0,0,0,0,2
"Johnson,Uwe",2,0,1,0,0,0,1,4
"Lange,Kathrin",2,0,0,0,1,0,0,3
"Löhnig,Inge",2,1,0,0,0,0,0,3
"Schwerdtfeger,Malin",2,0,0,0,0,0,0,2
"Ani,Friedrich",2,0,0,0,1,0,3,6
"Hellinger,Bert",2,0,0,0,0,0,0,2
"Heym,Stefan",2,0,0,1,0,4,0,7
"Lernet-Holenia,Alexander",2,0,0,0,0,0,6,8
"Palmer,Lilli",2,0,0,0,0,0,0,2
"Wiechert,Ernst",2,0,0,0,0,1,0,3
"Vilar,Esther",2,0,0,0,1,0,2,5
"Müller,Nicole",2,0,0,0,0,0,0,2
"Remin,Nicolas",2,1,1,0,1,1,1,7
"Schorlau,Wolfgang",2,3,0,0,3,0,0,8
"Surminski,Arno",2,0,0,0,0,1,1,4
"Kneip,Matthias",2,0,0,0,0,0,0,2
"Müller,Armin",2,0,0,0,0,0,0,2
"Wiesenthal,Simon",2,0,1,1,0,0,0,4
"Bartsch,Carina",2,0,0,0,0,0,0,2
"Kneidl,Laura",2,0,0,0,0,2,0,4
"Popescu,Adriana",2,0,0,0,0,0,0,2
"Bach,Cara",2,0,0,0,0,0,0,2
"Becker,Artur",2,0,0,0,0,0,0,2
"Becker,FrankS.",2,0,0,0,0,0,0,2
"Daum,Fritz",2,0,0,0,0,0,0,2
"Erdheim,Claudia",2,0,0,0,0,2,0,4
"Erler,Rainer",2,0,0,0,0,0,0,2
"Heimann,Bodo",2,0,0,0,0,0,0,2
"Hoffbauer,Jochen",2,0,0,0,0,0,0,2
"Hübner,Franz",2,0,0,0,0,0,0,2
"Krieger,Günter",2,0,0,0,0,0,0,2
"Matthiesen,Hinrich",2,0,0,0,0,0,0,2
"Schlattner,Eginald",2,0,0,0,0,0,1,3
"Schwartz,Gesa",2,0,0,0,0,0,0,2
"Thorwald,Jürgen",2,0,0,0,0,0,0,2
"Vollenbruch,Astrid",2,0,0,0,0,0,0,2
"Walser,Theresia",2,0,0,0,0,0,1,3
"Feuchtwanger,Lion",3,0,0,0,0,31,19,53
"George,Nina",3,0,1,2,1,0,1,8
"Treichel,Hans-Ulrich",3,2,1,3,1,2,2,14
"Zweig,Stefan",3,26,1,4,15,18,37,104
"Erpenbeck,Jenny",3,2,0,2,6,0,4,17
"Kinkel,Tanja",3,1,1,0,5,0,7,17
"Mielke,ThomasR.P.",3,0,0,0,0,0,2,5
"Novalis",3,2,0,3,3,0,6,17
"Schami,Rafik",3,5,0,1,2,1,7,19
"Schiller,Friedrich",3,2,3,0,3,1,13,25
"Walser,Martin",3,8,2,2,6,3,7,31
"Werfel,Franz",3,2,0,0,0,5,17,27
"Bärfuss,Lukas",3,1,2,1,0,3,4,14
"Meyrink,Gustav",3,0,1,0,0,16,20,40
"Arjouni,Jakob",3,3,0,0,3,3,6,18
"Broch,Hermann",3,3,1,2,2,0,20,31
"Canetti,Elias",3,4,0,1,1,0,12,21
"Eschbach,Andreas",3,1,0,0,0,7,2,13
"Noll,Ingrid",3,4,2,0,0,16,15,40
"Peinkofer,Michael",3,1,0,0,0,3,13,20
"Pirinçci,Akif",3,5,0,4,0,2,2,16
"Simmel,JohannesMario",3,6,2,1,0,3,4,19
"Bánk,Zsuzsa",3,0,1,1,1,0,2,8
"Dörrie,Doris",3,5,5,0,1,1,5,20
"Eichendorff,Josephvon",3,0,0,1,1,0,4,9
"Wolf,Klaus-Peter",3,1,0,0,0,1,1,6
"Genazino,Wilhelm",3,3,0,0,2,2,5,15
"Wilhelm,Andreas",3,0,0,0,0,1,3,7
"Aichner,Bernhard",3,0,0,1,1,0,1,6
"Caspari,Sofia",3,0,0,0,0,3,2,8
"Haratischwili,Nino",3,1,0,0,1,0,1,6
"Heinichen,Veit",3,0,0,0,1,0,7,11
"Heym,Georg",3,0,1,0,0,3,2,9
"Jacobs,Anne",3,0,0,0,0,0,5,8
"Klüpfel,Volker",3,0,0,0,0,1,0,4
"Mann,Heinrich",3,2,0,1,1,11,10,28
"Obermeier,Siegfried",3,0,0,0,0,5,3,11
"Roche,Charlotte",3,0,0,1,0,0,2,6
"Seghers,Jan",3,0,0,0,0,0,1,4
"Veteranyi,Aglaja",3,0,0,1,1,0,1,6
"Herrmann,Elisabeth",3,0,4,0,0,0,0,7
"Schwartz,Richard",3,0,0,0,0,0,0,3
"Thorn,Ines",3,0,0,0,0,0,0,3
"Vogel,Alois",3,0,0,0,0,0,0,3
"Berg,Eric",3,0,0,0,0,0,0,3
"Böckler,Michael",3,0,0,0,0,0,0,3
"Chromik,Resi",3,0,0,0,0,0,0,3
"Hauptmann,Carl",3,0,0,0,0,0,0,3
"Iosivoni,Bianca",3,0,0,0,0,1,0,4
"Libera,Leszek",3,0,0,0,0,0,0,3
"Muszer,Dariusz",3,0,0,0,0,0,0,3
"Omari,Lailael",3,0,0,0,0,0,0,3
"Schmidt,Volker",3,0,0,0,0,0,0,3
"Taubitz,Monika",3,0,0,0,0,0,0,3
"Woolf,Marah",3,0,0,0,0,0,0,3
"Grän,Christine",4,0,0,0,0,0,0,4
"Hilsenrath,Edgar",4,2,0,2,1,1,2,12
"Musil,Robert",4,5,3,3,3,3,14,35
"Trakl,Georg",4,0,1,0,3,0,5,13
"Zeh,Juli",4,4,3,4,1,3,5,24
"Benn,Gottfried",4,2,1,1,0,2,2,12
"Handke,Peter",4,10,5,7,11,4,59,100
"Nietzsche,Friedrich",4,0,1,2,0,7,20,34
"Heine,Heinrich",4,0,1,1,2,5,12,25
"Suter,Martin",4,1,0,2,4,13,10,34
"Kürthy,Ildikóvon",4,3,2,0,0,4,2,15
"Marlitt,E.",4,0,0,0,0,2,0,6
"Moers,Walter",4,1,0,1,0,4,3,13
"Sebald,W.G.",4,2,5,3,2,3,12,31
"Jünger,Ernst",4,3,2,1,0,7,22,39
"Lind,Hera",4,0,1,0,0,0,0,5
"Meyer,Kai",4,0,0,0,0,3,2,9
"Fischer,MarieLouise",4,0,0,0,0,0,0,4
"Hünermann,Wilhelm",4,0,3,0,0,1,5,13
"Poznanski,Ursula",4,4,0,0,1,0,3,12
"Janosch",4,0,0,0,0,0,0,4
"Bittner,Wolfgang",4,0,0,0,0,0,0,4
"Multhaupt,Hermann",4,0,0,0,0,0,0,4
"Ebert,Sabine",5,0,0,0,0,0,0,5
"Enzensberger,HansMagnus",5,3,2,3,3,3,16,35
"Fallada,Hans",5,3,0,3,3,1,11,26
"Walser,Robert",5,4,0,5,2,5,24,45
"Brecht,Bertolt",5,1,4,11,13,8,22,64
"Ransmayr,Christoph",5,1,8,4,2,3,2,25
"Hoffmann,E.T.A.",5,2,2,4,4,23,32,72
"Taylor,Kathryn",5,0,0,0,0,2,10,17
"Strobel,Arno",5,0,0,0,0,0,3,8
"Hammesfahr,Petra",5,6,0,1,0,1,4,17
"Paretti,Sandra",5,0,0,0,0,1,0,6
"Konsalik,HeinzG.",6,0,9,2,0,4,9,30
"Böll,Heinrich",6,15,3,2,9,19,30,84
"Hauptmann,Gerhart",6,0,0,1,0,1,0,8
"Schirach,Ferdinandvon",6,2,2,5,1,0,5,21
"Buchheim,Lothar-Günther",6,0,0,0,0,3,0,9
"Zweig,Stefanie",6,0,0,0,0,1,4,11
"Jaumann,Bernhard",6,0,0,0,0,0,0,6
"Hölderlin,Friedrich",7,1,0,2,2,0,22,34
"Lenz,Siegfried",7,6,0,5,2,4,13,37
"Kasten,Mona",7,0,0,0,0,3,6,16
"Lechleitner,Norbert",7,0,0,0,0,0,0,7
"Lakotta,ConsiliaMaria",7,0,0,0,0,0,0,7
"Dürrenmatt,Friedrich",8,10,3,5,7,9,21,63
"Berling,Peter",8,1,0,0,1,0,27,37
"Müller,Herta",9,4,3,5,4,4,17,46
"Vandenberg,Philipp",9,2,2,0,5,19,31,68
"Frisch,Max",10,15,1,3,3,9,15,56
"Schlink,Bernhard",10,10,4,5,9,15,16,69
"Haas,Wolf",10,0,0,0,0,1,5,16
"Franz,Andreas",10,0,0,0,0,0,0,10
"Jelinek,Elfriede",11,8,3,7,4,19,16,68
"Neuhaus,Nele",11,3,6,1,4,7,11,43
"Lark,Sarah",11,0,3,5,0,6,39,64
"Bekker,Alfred",12,0,0,0,0,0,0,12
"Süskind,Patrick",13,7,4,5,3,12,17,61
"Fitzek,Sebastian",13,7,1,0,9,3,12,45
"Kirst,HansHellmut",16,0,0,0,0,1,1,18
"Mann,Thomas",19,19,7,18,21,17,64,165
"Rilke,RainerMaria",19,3,1,3,11,10,41,88
"Bernhard,Thomas",19,18,11,19,17,3,59,146
"Winterfield,O.S.",19,0,0,0,0,0,0,19
"Roth,Joseph",20,4,4,1,9,4,57,99
"Grass,Günter",21,5,6,7,8,11,43,101
"Birkner,Friede",21,0,0,0,0,0,0,21
"Kafka,Franz",22,21,9,21,11,55,177,316
"Lorentz,Iny",23,0,0,0,0,4,6,33
"Goethe,JohannWolfgangvon",31,6,7,17,11,34,86,192
"May,Karl",31,1,2,0,0,7,2,43
"Vandenberg,Patricia",32,0,0,0,0,0,0,32
"Link,Charlotte",36,4,2,2,2,4,15,65
"Hesse,Hermann",40,25,18,13,19,44,90,249
"Remarque,ErichMaria",53,0,1,6,3,77,3,143
"Courths-Mahler,Hedwig",132,0,9,0,0,0,0,141
