"","alb","ara","arm","aze","baq","bas","bel","ben","bnt","bos","bre","bul","cat","chi","cze","dan","dsb","dut","eng","epo","est","fao","fin","fre","fry","geo","ger","gla","gle","glg","gre","gsw","heb","hin","hrv","hsb","hun","ice","ind","ita","jpn","kaz","kir","kor","kur","lat","lav","lit","ltz","mac","mal","may","mlg","mlt","mon","mul","nds","nno","nor","oci","per","pol","por","roh","rum","rus","sin","slo","slv","spa","srp","swa","swe","tha","tir","tur","ukr","und","urd","vie","wel","wen","wln","xxx","yid"
"bre",0.189689190421246,0.161850918248189,-0.00207321741354109,0.119514886192369,0.238347616643299,-0.000501819129757902,0.180598147813649,-0.000501819129757902,-0.000501819129757902,0.109891490755259,1,0.101208794436533,0.162544613873076,0.105691647587258,0.0452192328153217,0.120982113085972,-0.000501819129757902,0.0679676540975168,0.0560057292286491,0.109891490755259,0.126626814563993,0.288059315895557,0.103886595242232,0.0566242507223922,-0.00158868553532738,0.0699426027743738,0.0777515787140912,-0.000501819129757902,-0.000709768435081858,0.0905219578017421,0.0936516098123647,-0.00256684573738789,0.121250869707204,-0.00132868876270308,0.0986734712628955,-0.000501819129757902,0.0912652985252165,0.190585733274976,0.149373345397774,0.0664942099567433,0.0609171806829935,-0.000709768435081857,-0.000501819129757902,0.087157760298667,-0.00086939431356808,-0.00122997229223427,0.103593736142029,0.0936516098123647,-0.000709768435081858,0.129661488145116,-0.000501819129757902,-0.00086939431356808,-0.000501819129757902,-0.000501819129757902,0.352665556144238,-0.00122997229223427,-0.00280458206584431,-0.000501819129757902,0.134061043510776,-0.000709768435081858,0.203850517872733,0.0735708933370479,0.123581843333996,-0.00150697003209616,0.14050687228699,0.0644257928084771,-0.000501819129757902,0.10330307967582,0.0921217309470896,0.0654089216271782,0.0923362918787927,-0.000501819129757902,0.118289047604364,-0.00112266499064345,-0.000501819129757902,0.081844510734469,0.0579821412167034,-0.000501819129757902,0.288059315895557,0.183755833760768,-0.000709768435081858,-0.000501819129757902,-0.000501819129757902,-0.00122997229223427,-0.00086939431356808
"bul",0.269107463773679,0.213092382043357,0.181991690556509,0.168493273990162,0.228053872017588,0.0505853551113955,0.166123539025144,0.0505853551113955,0.0505853551113955,0.164517411114464,0.101208794436533,1,0.285493510267152,0.276909497815003,0.258513070228433,0.301930753342687,-0.00495825617281299,0.246726977647335,0.184015628891766,0.139618153599303,0.276436395119074,0.0876383889647378,0.270563418199777,0.22928906091869,0.0194714707427197,0.218429549015368,0.0586204669071977,0.0505853551113955,0.0322672778801662,0.190567295953527,0.279112985774384,-0.0144345728862721,0.274094252501342,0.133937087903129,0.318866278680378,-0.00495825617281299,0.297185988585175,0.188639688722097,0.151215368454418,0.260699088341843,0.205497438019945,-0.00701291265283221,0.0505853551113955,0.181655579216467,0.055562223840713,0.0786064444550154,0.249041264315519,0.27535590574121,-0.00701291265283221,0.266075367782672,0.0505853551113955,0.0876383889647378,-0.00495825617281299,0.0505853551113955,0.0842380753616072,-0.0121528203065947,-0.0176971814781301,0.0505853551113955,0.334580848685412,0.0322672778801662,0.232456783117957,0.24278643151793,0.336445685604866,0.0592428457181197,0.290021333391189,0.303524866039047,0.0505853551113955,0.239890445513955,0.324808041131298,0.289892814675714,0.34062723444118,-0.00495825617281299,0.306701834205011,0.0883167480595525,-0.00495825617281299,0.311370150279644,0.242014606435818,-0.00495825617281299,0.0876383889647378,0.200917894889334,0.0715474684131646,-0.00495825617281299,-0.00495825617281299,0.0332268120742103,-0.00859010640733664
"cat",0.345603512393692,0.261522550086625,0.274160517623761,0.253666569277303,0.387675276779757,0.0812417246938985,0.214817466910183,0.0812417246938985,-0.00308727012111119,0.194078200562291,0.162544613873076,0.285493510267152,1,0.298808365545015,0.208433966182254,0.384756029346025,0.0812417246938985,0.271715215439794,0.241748406535249,0.194078200562291,0.280075214476715,0.140750101550362,0.367810544020288,0.285697391455798,0.0703181142443836,0.288017264560228,0.0848351168877821,0.0812417246938985,0.0552704765794452,0.329041002468991,0.396477731299669,-0.0157916382230434,0.334430604940211,0.215107317083502,0.305839624259007,-0.00308727012111119,0.302920054042273,0.29326920034704,0.218870673633021,0.274993320906038,0.253248369986013,-0.00436660691590855,-0.00308727012111119,0.215765784473012,0.0920505175678143,0.130228118964307,0.223575762840603,0.288098302398263,0.0552704765794452,0.336491844750087,0.0812417246938985,0.140750101550362,-0.00308727012111119,-0.00308727012111119,0.140465253676996,-0.00756698276815685,0.028355492432729,0.0812417246938985,0.431097377124451,0.114907560074799,0.327169219052577,0.246809074073606,0.399555203684744,0.075142609926068,0.316902644709644,0.258264040472557,0.0812417246938985,0.272453386844184,0.338923926786051,0.361569751934831,0.37925052869822,-0.00308727012111119,0.385836386638899,0.144021209580447,-0.00308727012111119,0.363228556763592,0.330550630323238,-0.00308727012111119,0.140750101550362,0.203322766465414,0.114907560074799,-0.00308727012111119,0.0812417246938985,0.0957793435311908,0.0433509335852667
"chi",0.263115539926779,0.242642538950456,0.186303706682707,0.149799054678057,0.231786945705398,0.0716022164833657,0.173417252158339,0.0716022164833657,0.0716022164833657,0.152638842447976,0.105691647587258,0.276909497815003,0.298808365545015,1,0.250486047580755,0.325361783021715,0.0716022164833657,0.285027848601133,0.202267808759136,0.118970496005358,0.277936014575168,0.124049794354275,0.322436897483129,0.252944890208833,0.0602418665614655,0.18520578356938,0.0527686411791868,-0.00350289644026986,0.048159530945388,0.21900005855283,0.320968407197182,-0.0179176007111481,0.307766674407868,0.132767467172373,0.287705625079224,-0.00350289644026986,0.287813972375623,0.257264352269689,0.19242907120688,0.307987623793036,0.239686409055573,0.048159530945388,-0.00350289644026986,0.302120790200338,0.0806769572610915,0.144818195861313,0.304760646328878,0.315888148394585,0.048159530945388,0.293958719822733,0.0716022164833657,0.124049794354275,-0.00350289644026986,0.0716022164833657,0.122968645138212,-0.00858569414477399,0.0210438487393271,-0.00350289644026986,0.330203565975984,0.048159530945388,0.28586323684289,0.258244521278209,0.368370095495825,0.0396011361710505,0.299219392088497,0.296454451593744,0.0716022164833657,0.265062634704737,0.309882559755219,0.298978789373838,0.320765256605385,-0.00350289644026986,0.311860888591316,0.126582909562367,-0.00350289644026986,0.360033682794087,0.232298101523102,-0.00350289644026986,0.124049794354275,0.288979565099791,0.1012735269106,-0.00350289644026986,0.0716022164833657,0.0834566398588784,0.0373041201679083
"cze",0.163543253211332,0.130831386325887,0.105636122508166,0.12525503260748,0.153186658327615,0.032692154336836,0.120545844476335,0.032692154336836,-0.00767202878864447,0.110364219642745,0.0452192328153217,0.258513070228433,0.208433966182254,0.250486047580755,1,0.238176619011536,-0.00767202878864447,0.246433444094034,0.131525403386792,0.0832223530951831,0.237015604733567,0.0566386799412118,0.22840416277962,0.204325025313794,0.0140476051666126,0.142522583253003,-0.0419857264450323,0.032692154336836,0.0462394871919393,0.146586508995247,0.259116874734003,-0.0392430523777559,0.190570006469077,0.0865604667499717,0.236664911746305,-0.00767202878864448,0.269093755057986,0.139255854187725,0.0963782919576804,0.259572529267996,0.197310176303437,0.0176941195570393,0.032692154336836,0.176542754913421,0.0566386799412118,0.0471514542264786,0.22429757533617,0.259116874734003,-0.0108512480778607,0.189344756561427,0.032692154336836,0.0566386799412118,-0.00767202878864448,0.032692154336836,0.0496983416907733,-0.0188043505631379,-0.0428776686127015,0.032692154336836,0.270924789710076,0.0176941195570393,0.155855471214115,0.252253154139089,0.271601566175329,0.030833774312038,0.248122126522821,0.274154665094397,0.032692154336836,0.297452941846018,0.251949898581176,0.281673297009402,0.263749096762111,0.032692154336836,0.258901299096373,0.0550781037419455,-0.00767202878864448,0.258663218120125,0.187632285900117,-0.00767202878864448,0.0566386799412118,0.154108408656497,0.0462394871919393,-0.00767202878864448,-0.00767202878864447,0.0141735518316704,-0.0132916778314051
"dan",0.242452625576356,0.241314769760102,0.21841240572742,0.187005876772312,0.306661185647263,0.0604682941502544,0.17848460123375,0.0604682941502544,0.0604682941502544,0.155203760910941,0.120982113085972,0.301930753342687,0.384756029346025,0.325361783021715,0.238176619011536,1,-0.00414787869840973,0.369452425847072,0.293439593955201,0.140720594528668,0.321123593099335,0.104760436515753,0.419012068659187,0.321590848076206,0.0277814856258011,0.274760800733446,0.033777759820859,-0.00414787869840973,0.0398295429248594,0.242492265635862,0.393838027491996,-0.0212167375152708,0.366086293272977,0.160104583848823,0.385990733114713,-0.00414787869840973,0.321813518985991,0.25285132658788,0.181295635452905,0.359937795778795,0.268514638343918,-0.00586672208789643,-0.00414787869840973,0.229347499069413,0.0674449112545149,0.121813429778898,0.265117991767699,0.293310407375352,-0.00586672208789643,0.330475369514054,0.0604682941502544,0.104760436515753,-0.00414787869840973,0.0604682941502544,0.148315152466727,0.0162294354389186,0.000116843704868192,0.0604682941502544,0.486538472362452,0.0398295429248594,0.255497450200291,0.28989744609985,0.430390258340097,0.052224958305723,0.293722274048097,0.268805524919852,0.0604682941502544,0.264163380913712,0.351970511148953,0.33987009506268,0.348620600361637,-0.00414787869840973,0.478351266000395,0.106367355694192,-0.00414787869840973,0.379418275760733,0.318875311717013,-0.00414787869840973,0.104760436515753,0.242492265635862,0.0855258079376151,-0.00414787869840973,-0.00414787869840973,0.0162294354389186,-0.00718613926796163
"dsb",-0.00197383728806596,-0.00230890151789455,-0.00103621863762907,-0.00103621863762907,-0.00157385826408965,-0.000250815149235014,-0.00137879472938259,-0.000250815149235014,-0.000250815149235014,-0.00112436171237602,-0.000501819129757902,-0.00495825617281299,0.0812417246938985,0.0716022164833657,-0.00767202878864447,-0.00414787869840973,1,-0.00738320509102631,0.0279923273177655,-0.00112436171237602,-0.00396297681092102,-0.000434533583059797,-0.00356175788688165,0.0283014716918213,0.315870648154729,-0.00172950807359102,0.0388611606493378,-0.000250815149235014,-0.000354750676908716,-0.00135544884002406,0.0637229219208628,-0.00128293992498213,-0.00306525379448761,-0.000664094392864286,-0.00374321366309196,-0.000250815149235014,0.0456154779922872,-0.00130754409294584,-0.000832904923392764,-0.00754680941520098,-0.00387258565208149,-0.000354750676908716,-0.000250815149235014,-0.00278948655490027,-0.000434533583059797,0.40799222301694,-0.00357149171133009,-0.00393602712610228,0.707018099079071,-0.00190705311045981,-0.000250815149235014,-0.000434533583059797,-0.000250815149235014,-0.000250815149235014,-0.000710035952426862,-0.000614754730814073,0.178928310164042,-0.000250815149235014,-0.00374321366309196,0.707018099079071,-0.00183798705631338,0.0367716045432292,-0.00406062182129512,-0.000753201484517421,0.0702270002305579,0.0448005286579509,-0.000250815149235014,0.0700365396604994,-0.00399869346050463,0.032692154336836,0.0628642932689038,-0.000250815149235014,-0.004242312707059,-0.000561121269539901,-0.000250815149235014,0.0560345034785214,-0.00205444753610566,-0.000250815149235014,-0.000434533583059797,-0.00135544884002406,-0.000354750676908716,-0.000250815149235014,1,0.40799222301694,0.577205442831097
"dut",0.181978885624448,0.188884479205875,0.12024795030955,0.130298013722965,0.186552297542213,0.0339710391547784,0.133702662058778,0.0339710391547784,0.0339710391547784,0.0966711826097535,0.0679676540975168,0.246726977647335,0.271715215439794,0.285027848601133,0.246433444094034,0.369452425847072,-0.00738320509102631,1,0.237346497934669,0.115209587891909,0.244805071788099,0.0588543292110276,0.292777338747456,0.324526714127841,0.0289944401633965,0.149307616948171,-0.0476025597073953,0.0339710391547784,0.0188027959244496,0.160466229229067,0.317714685393445,-0.01335834998869,0.264248542975107,0.0899466267937537,0.275913948711037,-0.00738320509102631,0.273471734665323,0.153142967584379,0.100326312614663,0.356164794072819,0.192487875818011,0.0188027959244496,0.0339710391547784,0.186178128889395,0.0349724544762313,0.0494771467053316,0.224387058812767,0.228201626087089,0.0188027959244496,0.219681436828103,0.0339710391547784,0.0588543292110276,-0.00738320509102631,0.0339710391547784,0.0815352827712811,-0.0180964358497583,0.00346978173429374,0.0339710391547784,0.337339318680659,0.0188027959244496,0.174609547899135,0.273214852007136,0.340417963695958,0.0330225238874933,0.221335943218043,0.258187442571129,0.0339710391547784,0.214163160604527,0.271251738574499,0.349899771012524,0.269514219517974,0.0339710391547784,0.349292173082631,0.0574962216424683,-0.00738320509102631,0.323555304766869,0.185877027750419,-0.00738320509102631,0.0588543292110276,0.160466229229067,0.0480483303030396,-0.00738320509102631,-0.00738320509102631,0.0156903554277867,-0.0127912949933613
"eng",0.134479774839049,0.142930000228041,0.115647604882523,0.106667277988983,0.157814500994286,0.0279923273177655,0.113253526518156,0.0279923273177655,0.0279923273177655,0.100637104154993,0.0560057292286491,0.184015628891766,0.241748406535249,0.202267808759136,0.131525403386792,0.293439593955201,0.0279923273177655,0.237346497934669,1,0.0840719410639369,0.166507394798428,0.0484962982685467,0.2171279624196,0.273771148848462,0.0184279465106533,0.155072397984415,-0.0363733014798292,0.0279923273177655,0.0395920943950756,0.123730928648248,0.25431609590091,-0.0458318420765218,0.232334465310446,0.074116526340805,0.229578185276997,-0.0089601391977091,0.198229743221059,0.12452457146433,0.081801108048252,0.274278218437043,0.15073212302743,-0.0126731397815419,0.0279923273177655,0.126383661266326,0.0484962982685467,0.0686099531769831,0.125962544053199,0.159333647071042,0.0395920943950756,0.173403737043859,0.0279923273177655,0.0484962982685467,-0.0089601391977091,0.0279923273177655,0.0661676990753025,-0.00686629455274453,-0.0234288190522824,0.0279923273177655,0.287079067857287,0.0395920943950756,0.154036903865054,0.16055197092133,0.282953813554974,0.022412034162154,0.183215946382428,0.185412743938093,0.0279923273177655,0.146751975982006,0.251543977800956,0.277661250588609,0.242757922621142,0.0279923273177655,0.300239153779835,0.0460902273743059,-0.0089601391977091,0.249184260320483,0.160496390433899,-0.0089601391977091,0.0484962982685467,0.103072558491143,0.0395920943950756,-0.0089601391977091,0.0279923273177655,0.0384194540850921,0.00581655922077791
"epo",0.193619901983072,0.0891133176703877,0.213296293567637,0.158810922138753,0.245453444272372,-0.00112436171237602,0.117066294860205,-0.00112436171237602,0.223073363735401,0.0452116935483871,0.109891490755259,0.139618153599303,0.194078200562291,0.118970496005358,0.0832223530951831,0.140720594528668,-0.00112436171237602,0.115209587891909,0.0840719410639369,1,0.148049639156334,0.127525154779981,0.149854654425805,0.0935509464377121,0.0674181376357901,0.123818511780958,0.103108712926404,-0.00112436171237602,-0.00159028702920131,0.244600367518397,0.14917242602393,-0.00575120177281181,0.176533836249508,0.166628194655186,0.141796590775858,-0.00112436171237602,0.101375632088564,0.124003248242876,0.199315500688968,0.0849994041756493,0.151874252785166,-0.00159028702920131,-0.00112436171237602,0.112168005980019,0.127525154779981,0.180415726781701,0.132861356310001,0.118842068372078,-0.00159028702920131,0.140983429217637,0.223073363735401,0.256998249806092,-0.00112436171237602,-0.00112436171237602,0.234823654035296,-0.00275584104045369,0.0341355874533667,-0.00112436171237602,0.189369625325559,-0.00159028702920131,0.208751783928729,0.086673754038302,0.15885515313957,-0.00337647432174301,0.149402661534909,0.110461070889839,-0.00112436171237602,0.115952406497583,0.101717630655381,0.110364219642745,0.146946979833142,-0.00112436171237602,0.137211391915345,0.198113797402469,-0.00112436171237602,0.102000884092712,0.185562293767765,-0.00112436171237602,0.256998249806092,0.286379803258647,-0.00159028702920131,-0.00112436171237602,-0.00112436171237602,0.0888299428706239,-0.00194794024613006
"est",0.246455487612343,0.194748398023878,0.212442910060408,0.196098940978075,0.288933240468324,0.0632895828569642,0.163066728580649,0.0632895828569642,0.0632895828569642,0.148049639156334,0.126626814563993,0.276436395119074,0.280075214476715,0.277936014575168,0.237015604733567,0.321123593099335,-0.00396297681092102,0.244805071788099,0.166507394798428,0.148049639156334,1,0.109648277997067,0.321757669064111,0.22478730429759,0.0300361403570761,0.268679461941373,0.0381752186048697,0.0632895828569642,0.0419555073083131,0.229234809060805,0.306286060650768,-0.0202709492947932,0.28261276970701,0.142136408708121,0.307131330042239,-0.00396297681092102,0.287720395840967,0.213073351681047,0.189868648941808,0.248180931086371,0.215712829668947,-0.00560519853180988,-0.00396297681092102,0.211478589765672,0.0708102521819587,0.100178534447144,0.305787229705434,0.338129736329432,0.0419555073083131,0.283854359733468,0.0632895828569642,0.109648277997067,-0.00396297681092102,-0.00396297681092102,0.131570782422674,-0.0097133636068266,0.00210083024881459,0.0632895828569642,0.349942759171319,0.0419555073083131,0.259218389913535,0.238081932335715,0.334181589520693,0.100299345923323,0.290901550811042,0.277511927848708,0.0632895828569642,0.255249217535074,0.273281482339679,0.250585174450373,0.296558262712133,-0.00396297681092102,0.324923086228674,0.111499496081141,-0.00396297681092102,0.27509620693757,0.309746830215417,-0.00396297681092102,0.109648277997067,0.179104523583555,0.0895162131484361,-0.00396297681092102,-0.00396297681092102,0.072705559933651,-0.00686579944825758
"fao",0.220146607669759,0.124132801447906,0.138584998142283,0.138584998142283,0.183154092893128,-0.000434533583059797,0.103459058581986,-0.000434533583059797,-0.000434533583059797,0.256998249806092,0.288059315895557,0.0876383889647378,0.140750101550362,0.124049794354275,0.0566386799412118,0.104760436515753,-0.000434533583059797,0.0588543292110276,0.0484962982685467,0.127525154779981,0.109648277997067,1,0.121999753172509,0.0490318863817487,-0.00137566939377964,-0.00299634747917148,0.0411570310597645,-0.000434533583059797,-0.000614600366844641,0.212939100904964,0.11039903159664,-0.00222267468353993,0.14176104564041,-0.00115053383697668,0.116085701263674,-0.000434533583059797,0.0790281494376608,0.220796935208991,0.521708505803716,0.0575784492695083,0.112207610650584,-0.000614600366844641,-0.000434533583059797,0.155775471402239,-0.000752823086574655,-0.00106505359304791,0.121667252280412,0.11039903159664,-0.000614600366844641,0.227856046943039,-0.000434533583059797,-0.000752823086574655,-0.000434533583059797,-0.000434533583059797,0.407582052154941,-0.00106505359304791,-0.00242853454918015,-0.000434533583059797,0.116085701263674,-0.000614600366844641,0.156550701702824,0.0637062678461078,0.107011586447419,0.19143521390211,0.121667252280412,0.0776162616177209,-0.000434533583059797,0.121337282124337,0.108668890814391,0.0566386799412118,0.0703035640103957,-0.000434533583059797,0.10242846604324,-0.000972134404671747,-0.000434533583059797,0.0970789589295648,0.211508727004771,-0.000434533583059797,0.332831451275617,0.212939100904964,0.407889776795893,-0.000434533583059797,-0.000434533583059797,-0.00106505359304791,-0.000752823086574655
"fin",0.286933410664541,0.20516419352671,0.183054621859916,0.201033683823696,0.334747572359048,0.0704189215552225,0.197321779104391,0.0704189215552225,0.0704189215552225,0.166436795431635,0.103886595242232,0.270563418199777,0.367810544020288,0.322436897483129,0.22840416277962,0.419012068659187,-0.00356175788688165,0.292777338747456,0.2171279624196,0.149854654425805,0.321757669064111,0.121999753172509,1,0.261717357470663,0.0355663879096359,0.235935407029494,0.0725757580222618,-0.00356175788688165,0.0472810835786424,0.284051606704833,0.354449937764697,-0.0182186818066513,0.333192091339756,0.158468169056775,0.307900667237338,-0.00356175788688165,0.32265036345442,0.295685195034559,0.166844465507059,0.278913573699369,0.20899581311183,-0.00503771811714725,-0.00356175788688165,0.227793896782101,0.0792762709410401,0.142377244069331,0.287696415453962,0.274382739497649,-0.00503771811714725,0.249237307603764,0.0704189215552225,0.121999753172509,-0.00356175788688165,0.0704189215552225,0.146991641456133,0.0214914766968609,-0.0065684650763967,-0.00356175788688165,0.449183852464678,0.0472810835786424,0.280767797122008,0.241678715003548,0.400003467311705,0.0880440076999404,0.314987883218719,0.255983072790238,0.0704189215552225,0.281284718304851,0.333078489699804,0.285127159954841,0.338915722740085,-0.00356175788688165,0.436533471428075,0.124438767769393,-0.00356175788688165,0.321328644272274,0.301360894763781,-0.00356175788688165,0.121999753172509,0.270265244525653,0.0995998852744321,-0.00356175788688165,-0.00356175788688165,0.0214914766968609,-0.00617069352189718
"fre",0.165189284069436,0.157485327558107,0.116924805095875,0.116924805095875,0.159652395391804,0.0283014716918213,0.135150542713316,0.0283014716918213,0.0283014716918213,0.0935509464377121,0.0566242507223922,0.22928906091869,0.285697391455798,0.252944890208833,0.204325025313794,0.321590848076206,0.0283014716918213,0.324526714127841,0.273771148848462,0.0935509464377121,0.22478730429759,0.0490318863817487,0.261717357470663,1,0.0190053414551174,0.135177411489101,-0.0159078328418815,0.0283014716918213,0.0400293453996234,0.12524411710504,0.313414199805395,-0.0453312088838435,0.254409350812672,0.0749350616087989,0.264659434071774,-0.0088622652548311,0.248210382301825,0.133189419008633,0.0827639317231593,0.390943002399763,0.18959966368864,0.0137473188185075,-0.0088622652548311,0.149430674604479,0.0490318863817487,0.0541861199475069,0.183644664413393,0.205319558046959,0.0400293453996234,0.205273206676148,0.0283014716918213,0.0490318863817487,-0.0088622652548311,0.0283014716918213,0.0669680989732146,-0.0217216524111616,-0.0227294627371167,0.0283014716918213,0.325117689508642,0.0400293453996234,0.161148667893161,0.249746724295596,0.301660353359047,0.0353882873151261,0.213806004649808,0.244104786927802,0.0283014716918213,0.185277847900371,0.272712622010522,0.39328819983845,0.281292610098935,0.0283014716918213,0.346854592922819,0.0466873117912015,-0.0088622652548311,0.295986314080303,0.162635314385522,-0.0088622652548311,0.0490318863817487,0.139095104723484,0.0400293453996234,-0.0088622652548311,0.0283014716918213,0.0238230110040395,0.00610813204294641
"fry",0.0346044449567376,0.0278118687366191,0.0736765244138759,-0.00328051575441564,0.045967713222335,-0.000794043861625764,0.0536611530877045,-0.000794043861625764,-0.000794043861625764,0.0674181376357901,-0.00158868553532738,0.0194714707427197,0.0703181142443836,0.0602418665614655,0.0140476051666126,0.0277814856258011,0.315870648154729,0.0289944401633965,0.0184279465106533,0.0674181376357901,0.0300361403570761,-0.00137566939377964,0.0355663879096359,0.0190053414551174,1,0.0409837127845699,0.0369517831363948,-0.000794043861625764,-0.00112308845086151,0.0547195815503524,0.0517986007359966,-0.00406159905162726,0.0440460247595058,0.117675738762159,0.0105474743636547,-0.000794043861625764,0.0311384338518425,0.0570023411185529,0.0929611049732014,0.0148402889891289,-0.0122600364253677,-0.00112308845086151,-0.000794043861625764,0.020517598370553,-0.00137566939377964,0.256771692123184,0.0354202162891912,0.0303787728912066,0.222820748650924,0.0362035134164617,-0.000794043861625764,-0.00137566939377964,-0.000794043861625764,-0.000794043861625764,0.109808418346809,-0.00194622303276794,0.109741919825093,-0.000794043861625764,0.0553433505747887,0.222820748650924,0.0817486029233746,0.0198082882524945,0.0288252062191986,-0.00238452508619435,0.0587837330872883,0.0141871891505277,0.315870648154729,0.0585813182508431,0.00846423504562111,0.0268263116913506,0.0508639757199215,-0.000794043861625764,0.0467503442362411,-0.00177642738512708,-0.000794043861625764,0.0624564233986777,0.0720967262733641,-0.000794043861625764,-0.00137566939377964,0.0547195815503524,-0.00112308845086151,-0.000794043861625764,0.315870648154729,0.127412734545208,0.181496648685994
"geo",0.308241564019487,0.244498309114993,0.278165749956356,0.313829630709481,0.27248770296043,0.145021091872813,0.151837535522988,-0.00172950807359102,-0.00172950807359102,0.189604313137534,0.0699426027743738,0.218429549015368,0.288017264560228,0.18520578356938,0.142522583253003,0.274760800733446,-0.00172950807359102,0.149307616948171,0.155072397984415,0.123818511780958,0.268679461941373,-0.00299634747917148,0.235935407029494,0.135177411489101,0.0409837127845699,1,0.0618692700638641,-0.00172950807359102,0.101335159584929,0.318818617404014,0.250800979436143,-0.00884657471829896,0.215500947785382,0.272962184092532,0.254442634700473,-0.00172950807359102,0.194557812920263,0.217661408397164,0.171466920987507,0.151389230991329,0.174703429585811,-0.00244620056522428,-0.00172950807359102,0.171178217311488,0.0817514095912956,0.115657495199978,0.191917751559699,0.230947976141357,-0.00244620056522428,0.319634234134541,0.145021091872813,0.166499166661763,-0.00172950807359102,-0.00172950807359102,-0.00489608748118917,-0.00423907117837196,-0.00966592749914978,0.145021091872813,0.306341550768839,0.101335159584929,0.2511025410072,0.157626075623603,0.261737354128389,0.0927382964744159,0.235226780869497,0.168433835630482,0.145021091872813,0.191320413899495,0.275891407349476,0.16621051432108,0.266740717784602,-0.00172950807359102,0.231047765749032,0.193116189952637,-0.00172950807359102,0.244344833314182,0.313664251244242,-0.00172950807359102,0.166499166661763,0.182083125372181,-0.00244620056522428,-0.00172950807359102,-0.00172950807359102,0.0557092120108032,-0.00299634747917148
"ger",0.107054965995038,0.116494214601421,0.0724496008484339,0.0724496008484339,0.156359730631074,0.0388611606493378,0.0890748371554963,0.0388611606493378,0.0388611606493378,0.0320094433370974,0.0777515787140912,0.0586204669071977,0.0848351168877821,0.0527686411791868,-0.0419857264450323,0.033777759820859,0.0388611606493378,-0.0476025597073953,-0.0363733014798292,0.103108712926404,0.0381752186048697,0.0411570310597645,0.0725757580222618,-0.0159078328418815,0.0369517831363948,0.0618692700638641,1,0.0388611606493378,0.0549648738836482,0.108677971996183,0.0611721276544296,-0.033013422747681,0.101879001559335,0.102894418324157,0.0415002440991081,-0.00645413428328183,0.0136593901466767,0.0800970493579874,0.0743288593131295,-0.0168337174973315,0.0309528866862153,-0.00912866911283981,-0.00645413428328183,0.0458150445950001,0.067326393283352,0.0582267528601354,0.0117403308719147,0.0305199633726453,0.0229181023854042,0.0960007136041048,0.0388611606493378,0.067326393283352,-0.00645413428328183,-0.00645413428328183,0.0458707416623875,0.00269224463160703,0.00477724432457777,0.0388611606493378,0.0895780309534084,0.0229181023854042,0.1344040441848,-0.00765203927070246,0.0476058110203729,0.0259789688460294,0.078607568114411,0.0157653511778286,0.0388611606493378,0.0512586358140507,0.0663806061020908,-0.00541260227772009,0.0699711747949854,-0.00645413428328183,0.0630740020791609,0.0261124510462234,-0.00645413428328183,0.0164042114105667,0.110228473402947,-0.00645413428328183,0.067326393283352,0.0917888849288941,0.0549648738836482,-0.00645413428328183,0.0388611606493378,0.0582267528601354,0.014987668836177
"gla",-0.00197383728806596,0.108629643703352,-0.00103621863762907,0.242048482942649,0.159363238074103,-0.000250815149235014,0.181908984629877,-0.000250815149235014,-0.000250815149235014,-0.00112436171237602,-0.000501819129757902,0.0505853551113955,0.0812417246938985,-0.00350289644026986,0.032692154336836,-0.00414787869840973,-0.000250815149235014,0.0339710391547784,0.0279923273177655,-0.00112436171237602,0.0632895828569642,-0.000434533583059797,-0.00356175788688165,0.0283014716918213,-0.000794043861625764,-0.00172950807359102,0.0388611606493378,1,-0.000354750676908716,-0.00135544884002406,0.0637229219208628,-0.00128293992498213,-0.00306525379448761,-0.000664094392864286,0.0670052986042576,-0.000250815149235014,0.0456154779922872,-0.00130754409294584,-0.000832904923392764,0.0332345943081344,-0.00387258565208149,-0.000354750676908716,-0.000250815149235014,0.0899144499529522,-0.000434533583059797,-0.000614754730814073,-0.00357149171133009,0.0637229219208628,-0.000354750676908716,-0.00190705311045981,-0.000250815149235014,-0.000434533583059797,-0.000250815149235014,-0.000250815149235014,-0.000710035952426862,-0.000614754730814073,-0.00140176335989015,-0.000250815149235014,-0.00374321366309196,-0.000354750676908716,0.136461869181003,0.0367716045432292,0.0617676701434405,-0.000753201484517421,0.0702270002305579,0.0448005286579509,-0.000250815149235014,-0.00358120418928226,0.0627242752444848,0.032692154336836,0.0628642932689038,-0.000250815149235014,-0.004242312707059,-0.000561121269539901,-0.000250815149235014,0.0560345034785214,0.122083988433431,-0.000250815149235014,-0.000434533583059797,-0.00135544884002406,-0.000354750676908716,-0.000250815149235014,-0.000250815149235014,-0.000614754730814073,-0.000434533583059797
