"","x"
"1","bul"
"2","cze"
"3","dan"
"4","dut"
"5","eng"
"6","fre"
"7","gre"
"8","gsw"
"9","hrv"
"10","hun"
"11","ita"
"12","jpn"
"13","kir"
"14","mlt"
"15","nor"
"16","pol"
"17","por"
"18","rus"
"19","slv"
"20","spa"
"21","srp"
"22","swa"
"23","swe"
"24","tur"
