"","author","count"
"1749","Roggenkamp, Viola",2
"1750","Rohner, Werner",1
"1751","Rohr, Angela",3
"1752","Röhricht, Frank",1
"1753","Röhricht, Martina",1
"1754","Röhrig, Tilman",1
"1755","Rönne, Ronja von",1
"1756","Ronzoni, Michaela",1
"1757","Rosei, Peter",3
"1758","Rosenblum, Senek",1
"1759","Rosenfeld, Astrid",10
"1760","Rosenlöcher, Thomas",1
"1761","Ross, Christopher",1
"1762","Ross, Stefanie",1
"1763","Roßbacher, Verena",1
"1764","Rößler, Max",1
"1765","Roth, Anna",1
"1766","Roth, Charlotte",1
"1767","Roth, Gerhard",12
"1768","Roth, Silvia",1
"1769","Rothfuss, Uli",1
"1770","Rottensteiner, Anna",1
"1771","Rötzer, Richard",1
"1772","Rouska, Nena",1
"1773","Royová, Kristína",2
"1774","Rudigier, Helmut",2
"1775","Rudoll, Ronald",1
"1776","Rudolph, Claudia",1
"1777","Rudolph, Kriss",1
"1778","Rudolphi, Joachim",1
"1779","Rudorf, Sonja",1
"1780","Ruff, Matt",1
"1781","Rühle-Gerstel, Alice",1
"1782","Rühm, Gerhard",2
"1783","Ruiss, Gerhard",1
"1784","Russbült, Stephan",2
"1785","Rutenborn, Günter",1
"1786","Ruth, Alexander",1
"1787","Rygiert, Beate",1
"1788","Sabel, Rolf D.",1
"1789","Saborowski, Jenk",2
"1790","Sacher-Masoch, Alexander von",1
"1791","Sachs, Hans",4
"1792","Sachse, Günter",1
"1793","Saeger, Uwe",1
"1794","Sahler, Martina",1
"1795","Saiko, George",1
"1796","Saitō, Hisao",1
"1797","Sakamoto, Miki",4
"1798","Saladin, Barbara",1
"1799","Salice-Contessa, Carl Wilhelm",1
"1800","Saller, Tom",1
"1801","Salomon, Ernst von",3
"1802","Salomon, Rolf",1
"1803","Salvatore, Gaston",1
"1804","Salzinger, Helmut",1
"1805","Salzmann, Marlis",1
"1806","Samarow, Gregor",2
"1807","Sambeth, Jörg",1
"1808","Samlan, Manuela",1
"1809","Sandberg, Ellen",1
"1810","Sander, Helke",2
"1811","Sander, Karen",4
"1812","Sanders, Norah",1
"1813","Sandig, Ulrike Almut",2
"1814","Sandmill, George",1
"1815","Sandra, Walkshofer",1
"1816","Sandvik, Linn",1
"1817","Sangmeister, R. K.",1
"1818","Santiago, Elena",2
"1819","Santini, Francesca",2
"1820","Sanzo, Francesco",1
"1821","Sarafov, Nicolai",1
"1822","Sauder, Ben",1
"1823","Sauer, Beate",1
"1824","Savio, Joerg",1
"1825","Sax, Pol",1
"1826","Scandi, Tina",1
"1827","Schacht, Ulrich",1
"1828","Schalko, David",1
"1829","Scharang, Michael",2
"1830","Schärf, Christian",1
"1831","Scharrer, Adam",1
"1832","Schaub, Urs",1
"1833","Schaukal, Richard von",3
"1834","Schaus, Robert",1
"1835","Scheer, Karl-Herbert",1
"1836","Scheer, Regina",1
"1837","Scheerbart, Paul",6
"1838","Scheerer, Jana",3
"1839","Scheffel, Annika",1
"1840","Schefter, Karla",2
"1841","Scheib, Asta",2
"1842","Scheibler, Susanne",2
"1843","Scheik, Ute",2
"1844","Schellenbaum, Peter",3
"1845","Schenk, Sylvie",3
"1846","Scherer, Marie-Luise",3
"1847","Schertenleib, Hansjörg",6
"1848","Scheuer, Norbert",5
"1849","Scheunemann, Frauke",2
"1850","Scheuring, Christoph",1
"1851","Schick, Eugen",1
"1852","Schiele, Egon",2
"1853","Schiewe, Ulf",1
"1854","Schiffer, Wolfgang",1
"1855","Schifferli, Dagmar",1
"1856","Schilddorfer, Gerd",1
"1857","Schiller, B. C.",1
"1858","Schilling, Uschi",1
"1859","Schimanek, Leosch",1
"1860","Schimmel, Hans",1
"1861","Schimmelbusch, Alexander",1
"1862","Schirokauer, Alfred",2
"1863","Schlag, Hans",1
"1864","Schlederer, Victoria",1
"1865","Schleef, Einar",2
"1866","Schleiermacher, Friedrich",2
"1867","Schlesinger, Klaus",1
"1868","Schlieper, Andreas",1
"1869","Schlierf, Werner",2
"1870","Schlink, Basilea",1
"1871","Schlosser, Adolfo",1
"1872","Schmid, Johann Christoph von",1
"1873","Schmid, Ulrich",1
"1874","Schmidt-Eller, Berta",2
"1875","Schmidt-Schell, Erich",2
"1876","Schmidt, Hanneliese",1
"1877","Schmidt, Helmut",1
"1878","Schmidt, Rosa",1
"1879","Schmidt, Thyra",1
"1880","Schmidt, Volker",1
"1881","Schmitt-Egenolf, Andreas",1
"1882","Schmitz, Ralf",1
"1883","Schmuckler, Alon",1
"1884","Schnabel, Johann Gottfried",2
"1885","Schneider, Helge",2
"1886","Schneider, Rainer",1
"1887","Schneider, Reinhold",3
"1888","Schneider, Simone",1
"1889","Schneitter, Elias",1
"1890","Schnell, Carl Maria",1
"1891","Schnitgerhans, Holger",1
"1892","Schnitzler, Heiner",1
"1893","Schoch, Julia",1
"1894","Schoen, Valentin W.",1
"1895","Schoenaker, Theo",1
"1896","Scholem, Gershom",1
"1897","Scholtis, August",1
"1898","Scholz, Erhard",1
"1899","Schomburg, Uwe",3
"1900","Schöner, Elsa",1
"1901","Schönherr, Karl",1
"1902","Schönthaler, Philipp",1
"1903","Schönthan, Franz von",1
"1904","Schönwerth, Franz Xaver von",2
"1905","Schoob, Jürgen",1
"1906","Schoof, Renate",1
"1907","Schopenhauer, Arthur",1
"1908","Schopenhauer, Johanna",1
"1909","Schorlau, Wolfgang",4
"1910","Schössow, Peter",1
"1911","Schramm, Godehard",2
"1912","Schramm, Karin",1
"1913","Schreiber-Wicke, Edith",1
"1914","Schreiner, Ernst",1
"1915","Schreiner, Margit",1
"1916","Schreyer, Wolfgang",1
"1917","Schröder, Adolf",4
"1918","Schröder, Rainer M.",2
"1919","Schrödter, Sybille",1
"1920","Schröter, Lorenz",1
"1921","Schrott, Raoul",7
"1922","Schuberth, Richard",3
"1923","Schuhmann, Elisabeth",1
"1924","Schulenburg, Werner von der",1
"1925","Schulz-Reiss, Christine",1
"1926","Schulz, Berndt",2
"1927","Schulz, Bruno",1
"1928","Schulz, Hermann",2
"1929","Schulz, Max Walter",1
"1930","Schulz, Paulina",1
"1931","Schulz, Tom",1
"1932","Schulz, Torsten",2
"1933","Schumacher, Heinrich Vollrat",1
"1934","Schünemann, Christian",3
"1935","Schuré, Édouard",1
"1936","Schuster, Karl",1
"1937","Schuster, Peter M.",1
"1938","Schutti, Carolina",3
"1939","Schutting, Julian",1
"1940","Schwab, Werner",11
"1941","Schwager, Raymund",2
"1942","Schwaiger, Brigitte",1
"1943","Schwanfelder, Werner",3
"1944","Schwanitz, Dietrich",2
"1945","Schwartz, Gesa",1
"1946","Schwartz, Richard",2
"1947","Schwarz, Andrea",3
"1948","Schwarz, Michaela",1
"1949","Schwarz, Stephan",1
"1950","Schwarzenbach, Annemarie",11
"1951","Schweikert, Ruth",2
"1952","Schweikert, Ulrike",5
"1953","Schweitzer, Albert",2
"1954","Schwerdtfeger, Malin",2
"1955","Schwindt, Barbara",1
"1956","Schwitter, Monique",6
"1957","Schwitters, Kurt",8
"1958","Scofield, Raymond A.",1
"1959","Scott, Diana",2
"1960","Sebestyén, György",1
"1961","Seebacher, Katrin",1
"1962","Segler, Tina",1
"1963","Seibel, Klaus",1
"1964","Seidel, Willy",1
"1965","Seifert, Dagmar",1
"1966","Seipolt, Adalbert",1
"1967","Seitz, Susanne",3
"1968","Seligmann, Rafael",1
"1969","Selinko, Annemarie",5
"1970","Sellin, Birger",1
"1971","Seltmann, Lothar von",1
"1972","Senarclens de Grancy, Evelin",1
"1973","Şenocak, Zafer",6
"1974","Senser, Armin",1
"1975","Serner, Walter",5
"1976","Serno, Wolf",5
"1977","Sethe, Stefan",1
"1978","Seuffert, Barbara",1
"1979","Sewald, Wolfgang",1
"1980","Seydlitz, Lisa-Maria",2
"1981","Shakib, Siba",7
"1982","Shetty, Melanie T.",1
"1983","Showghi, Farhad",1
"1984","Sieber, Regula",1
"1985","Siebold, Werner",1
"1986","Siefener, Michael",2
"1987","Siegel, Franziska",3
"1988","Siegelberg, Mark",1
"1989","Simmel, Georg",2
"1990","Simmons, Charles",1
"1991","Simon, Christoph",2
"1992","Simon, Erik",1
"1993","Simon, Lars",2
"1994","Simon, Rainer",1
"1995","Simon, Teresa",2
"1996","Sinakowski, Andreas",1
"1997","Sinkel, Bernhard",2
"1998","Sloterdijk, Peter",2
"1999","Slupetzky, Stefan",1
"2000","Soboczynski, Adam",3
"2001","Sobol, Yehoshuaʿ",1
"2002","Sobota, Heinz",1
"2003","Soler, Nike",1
"2004","Solger, Reinhold",1
"2005","Sölle, Dorothee",1
"2006","Solo Lovec",1
"2007","Sommer, Erika",1
"2008","Sommer, Ernst",1
"2009","Sommer, Fedor",1
"2010","Sonne, Werner",1
"2011","Sonnenschein, Hugo",1
"2012","Sonntag, Ellen",4
"2013","Sopalla, Paul",1
"2014","Sophocles",1
"2015","Sorg, Edward",1
"2016","Sorge, Reinhard Johannes",1
"2017","Sowa, Reiner M.",1
"2018","Soyener, Johannes",1
"2019","Špaar, Volʹdemar A.",1
"2020","Sparschuh, Jens",3
"2021","Späth, Gerold",2
"2022","Spehling, Bernd",2
"2023","Speichert, Horst",1
"2024","Speier, Michael",1
"2025","Sperber, Manès",2
"2026","Sperling, Rolf",1
"2027","Sperr, Martin",1
"2028","Spescha, Flurin",1
"2029","Speyer, Wilhelm",1
"2030","Spielberg, Christoph",1
"2031","Spies, Heidi",1
"2032","Spiess, Christian Heinrich",2
"2033","Spira, Mela",1
"2034","Spitzer, Leo",1
"2035","Sprung, Renate",1
"2036","Stadler, Arnold",4
"2037","Staguhn, Gerhard",1
"2038","Stalder, Heinz",1
"2039","Stangl, Thomas",2
"2040","Starhemberg, Heinrich von",1
"2041","Starling, Isobel",1
"2042","Stasiuk, Andrzej",1
"2043","Stašus, Daniėlʹ",1
"2044","Stavarič, Michael",2
"2045","Stecher, Reinhold",4
"2046","Steel, Danielle",1
"2047","Stefan, Verena",2
"2048","Steff",1
"2049","Steffen, Albert",2
"2050","Šteger, Aleš",1
"2051","Stehl, Lutz",1
"2052","Steimann, Flavio",1
"2053","Stein, Peter",1
"2054","Stein, Susanne",1
"2055","Steinaecker, Thomas von",1
"2056","Steinberg, Jill",1
"2057","Steinberger, Emil",2
"2058","Steinberger, Niccel",1
"2059","Steiner, Jens",2
"2060","Steiner, Jörg",2
"2061","Steiner, Peter",1
"2062","Steiner, Wilfried",1
"2063","Steinfest, Heinrich",2
"2064","Steinitz, Peter von",1
"2065","Steinmetz, M.H.",1
"2066","Stejnar, Emil",1
"2067","Stenglein, Nadine",1
"2068","Sterchi, Beat",8
"2069","Stern, Horst",4
"2070","Stern, Tanja",1
"2071","Sternberg, Emma",2
"2072","Stevens, Kelly",1
"2073","Stöckel, Reinhard",1
"2074","Stöcker, Monika-Maria",1
"2075","Stockij, Julij",1
"2076","Stöckl, Werner G. H.",1
"2077","Stoehr, Susanne",1
"2078","Stolterfoht, Ulf",1
"2079","Storks, Bettina",1
"2080","Stössinger, Verena",1
"2081","Stramm, August",3
"2082","Strauss, Richard",2
"2083","Strauß, Simon",2
"2084","Streeruwitz, Marlene",9
"2085","Streichner, Franz",1
"2086","Streit, Jakob",3
"2087","Stricker, Sarah",1
"2088","Strittmatter, Erwin",1
"2089","Strittmatter, Eva",3
"2090","Strittmatter, Thomas",4
"2091","Ströbinger, Rudolf",1
"2092","Strubberg, Friedrich Armand",1
"2093","Strube, Wilhelm",1
"2094","Strubel, Antje Rávic",6
"2095","Struhar, Stanislav",1
"2096","Stuckrad-Barre, Benjamin von",1
"2097","Sturm, Georg",1
"2098","Subbotin, Stanislav",1
"2099","Suchanek, Andreas",1
"2100","Šulc, Jiří",1
"2101","Šumanac, Brana",1
"2102","Sütsch, Norbert",1
"2103","Suttner, Bertha von",5
"2104","Swidler, Uli T.",1
"2105","Swindells, Madge",1
"2106","Sydow, Marianne",1
"2107","Sylvanus, Erwin",1
"2108","Symon, Karl-Heinz",1
"2109","Szyszkowitz, Gerald",3
"2110","Tanner, Jaden",1
"2111","Taschler, Judith W.",1
"2112","Taubitz, Monika",1
"2113","Taugwalder, Hannes",1
"2114","Tausin, Floco",1
"2115","Tempel, Katrin",1
"2116","Tergit, Gabriele",3
"2117","Terrid, Peter",1
"2118","Tesch, Michael",1
"2119","Thadden, Johannes von",1
"2120","Thế Dũng",1
"2121","Theden, Johanna",1
"2122","Theißen, Gerd",7
"2123","Thelen, Albert Vigoleis",6
"2124","Thenior, Ralf",1
"2125","Theurillat, Michael J.",2
"2126","Thích-Nhất-Hạnh",1
"2127","Thiel, Rudolf",1
"2128","Thies, Klaus Johannes",1
"2129","Thode, Henry",1
"2130","Thomas-Wory, Sigmund",1
"2131","Thomas, Adrienne",2
"2132","Thomsen, William",1
"2133","Thon, Eleonore",1
"2134","Thor, Katharina",1
"2135","Thorn, Ines",4
"2136","Thorne, Laura",1
"2137","Thorwald, Jürgen",1
"2138","Thümmel, Moritz August von",1
"2139","Thurner, Michael Marcus",2
"2140","Tietz, Gerold",1
"2141","Tillmann, Anke",2
"2142","Todisco, Vincenzo",1
"2143","Toller, Ernst",6
"2144","Tomiak, Kerstin",1
"2145","Torberg, Friedrich",7
"2146","Törne, Volker von",1
"2147","Tornius, Valerian",1
"2148","Torossi, Eleni",1
"2149","Torsten, Helga",1
"2150","Toskani, Anina",1
"2151","Tossing, Gudrun",1
"2152","Tralantry, Thomas",1
"2153","Trauboth, Jörg H.",1
"2154","Trauboth, Jörg. H.",1
"2155","Treiber, Jutta",1
"2156","Treichler, Rudolf",1
"2157","Treller, Franz",2
"2158","Trenker, Luis",1
"2159","Trodler, Dagmar",1
"2160","Trolle, Lothar",1
"2161","Truschner, Peter",1
"2162","Trützschler von Falkenstein, Eugenie",1
"2163","Tsainis, Kathrin",1
"2164","Tsokos, Michael",3
"2165","Tuckermann, Anja",2
"2166","Tumler, Franz",1
"2167","Tüne, Anna",1
"2168","Turhan, Su",1
"2169","Turkowski, Einar",1
"2170","Tykwer, Tom",1
"2171","Uden, Horst",1
"2172","Uebel, Tina",1
"2173","Uhlman, Fred",2
"2174","Uhlmann, Thees",2
"2175","Uhly, Steven",2
"2176","Ullmann, Regina",3
"2177","Ulrich, Ingeborg",1
"2178","Ulrich, Stefan",1
"2179","Ulrichs, Karl Heinrich",1
"2180","Ulrici, Rolf",1
"2181","Ungar, Hermann",12
"2182","Ungerer, Tomi",1
"2183","Unruh, Fritz von",1
"2184","Unterweger, Jack",1
"2185","Urban, Simon",8
"2186","Uris, Leon",1
"2187","Urzidil, Johannes",6
"2188","Uschmann, Oliver",1
"2189","Ustinov, Peter",6
"2190","Utler, Anja",2
"2191","Vaara, Alice",1
"2192","Valentin, Karl",4
"2193","Valentin, Stephan",2
"2194","Vandenberg, Patricia",2
"2195","Vavrik, Elfriede",1
"2196","Veber, Cholten",1
"2197","Velasco, Stefanie de",7
"2198","Vennebusch, Paulus",1
"2199","Veran, Traude",1
"2200","Vermalle, Caroline",2
"2201","Vérollet, Mischae͏̈l-Sarim",1
"2202","Vertlib, Vladimir",3
"2203","Vetere, Mischa",1
"2204","Vetsch, Urs",1
"2205","Vezelič, Budimir",1
"2206","Viebig, Clara",1
"2207","Viesèr, Dolores",1
"2208","Vigneron, Emile",1
"2209","Viragh, Christina",2
"2210","Vlasak, Kurt",1
"2211","Vlcek, Ernst",3
"2212","Vogel, Bruno",2
"2213","Vögel, Stefan",2
"2214","Vogel, Thomas",3
"2215","Vogt, Walter",3
"2216","Volkers, Mara",1
"2217","Volkmann-Leander, Richard von",1
"2218","Vollenbruch, Astrid",1
"2219","Voltz, William",1
"2220","Volz, William",1
"2221","von Goethe, Johann Wolfgang",1
"2222","Vonnegut, Kurt",1
"2223","Voosen, Roman",2
"2224","Voß, Tina",1
"2225","Voss, Willi",1
"2226","Wackwitz, Stephan",2
"2227","Wajsbrot, Cécile",1
"2228","Waller, Kornelia",1
"2229","Wallner, Bernard",1
"2230","Walser, Alissa",10
"2231","Walser, Theresia",3
"2232","Walter, Dieter",1
"2233","Walter, Nicole",1
"2234","Walter, Otto F.",2
"2235","Walter, Patricia",1
"2236","Wambrechtsamer, Anna",3
"2237","Wanageeska, J. M.",1
"2238","Wanner, Heike",1
"2239","Wantula, Kathinka",1
"2240","Waschkau, Paul M.",1
"2241","Wase, Dick",1
"2242","Wassermann, Sabine",2
"2243","Waterhouse, Peter",1
"2244","Waters, Joe",1
"2245","Waters, Shirley",2
"2246","Wattin, Danny",1
"2247","Weber, Anne",2
"2248","Weber, Renate",1
"2249","Weckmann, André",2
"2250","Weerth, Georg",1
"2251","Weidenfeld, Nathalie",1
"2252","Weidenheim, Johannes",1
"2253","Weigold, Christof",1
"2254","Weihe, Richard",3
"2255","Weil, Grete",5
"2256","Weininger, Otto",2
"2257","Weise, Christian",1
"2258","Weiß, Ernst",16
"2259","Weiss, Philipp",1
"2260","Weiss, Volkmar",1
"2261","Weissberg, Nea",1
"2262","Weitzer, Horst",1
"2263","Wekwerth, Rainer",1
"2264","Wellendorf, Elisabeth",1
"2265","Welp, Anette",1
"2266","Welzel, Christian S.",1
"2267","Wenders, Wim",1
"2268","Wendland, Martin",1
"2269","Weng, Joan",1
"2270","Wening, Andreas",1
"2271","Werner, Christoph",1
"2272","Wertheimer, Jürgen",1
"2273","Werz, Sabine",1
"2274","Westphalen, Joseph von",1
"2275","Wetzel, Maike",2
"2276","Wewerka, Michael",1
"2277","Wich, Henriette",1
"2278","Wichner, Ernest",1
"2279","Wickram, Jörg",1
"2280","Widiarto, Ingrid",1
"2281","Widmer, Samuel",1
"2282","Wieke, Thomas",1
"2283","Wieland, Christoph Martin",10
"2284","Wieland, Rayk",2
"2285","Wienbruch, Anny",1
"2286","Wieners, Annette",1
"2287","Wies, Ernst W.",1
"2288","Wiesenthal, Simon",6
"2289","Wieser, Lojze",2
"2290","Wilbert, Jürgen",1
"2291","Wildenhain, Michael",1
"2292","Wilhelm, Chadia",1
"2293","Wilhelm, Hans",1
"2294","Wilhelm, Uwe",2
"2295","Wilken, U. H.",1
"2296","Willigis",1
"2297","Willkomm, Moritz",1
"2298","Willmann, Klaus",1
"2299","Willmann, Thomas",2
"2300","Wilms, Anila",1
"2301","Wilpert, Bettina",1
"2302","Winder, Ludwig",3
"2303","Wings, Veronica",1
"2304","Winiewicz, Lida",1
"2305","Winkels, Leander",1
"2306","Winkler, Mechthild",1
"2307","Winner, Jonas",1
"2308","Winsloe, Christa",1
"2309","Winter, Hanna",1
"2310","Winter, Judith",1
"2311","Winterberg, Liv",1
"2312","Winterfeld, Ulrich",1
"2313","Winterfield, O. S.",1
"2314","Wirz, Mario",4
"2315","Wißkirchen, Hans",1
"2316","Witeschnik, Alexander",1
"2317","Wittenwiler, Heinrich",1
"2318","Wittmann, Dominik",1
"2319","Wittmer, Irina",1
"2320","Wittpennig, Susanne",1
"2321","Wittstock, Erwin",1
"2322","Wittula, Anna",1
"2323","Wittwer, Siegfried",2
"2324","Witzel, Frank",1
"2325","Witzel, Holger",1
"2326","Witzko, Karl-Heinz",1
"2327","Wochele, Rainer",1
"2328","Woelk, Ulrich",4
"2329","Wogrolly, Monika",1
"2330","Wöhlcke, Manfred",1
"2331","Wohmann, Gabriele",4
"2332","Wojnakowska-Jabłońska, Paulina",1
"2333","Wolf, Daniel",1
"2334","Wolf, Doris",1
"2335","Wolf, Julia",1
"2336","Wolf, Ror",2
"2337","Wolf, Uljana",1
"2338","Wolf, Victoria",1
"2339","Wolff, Freda",2
"2340","Wolff, Karl Felix",1
"2341","Wolff, Steffi von",2
"2342","Wolfgruber, Gernot",1
"2343","Wölfli, Adolf",1
"2344","Wolfram, Gernot",1
"2345","Wollinger, Thomas",1
"2346","Wollscheid, Achim",1
"2347","Wollschläger, Hans",1
"2348","Wollwerth, Maria",1
"2349","Woodiwiss, Kathleen E.",1
"2350","Woolf, Marah",2
"2351","Woop, Reiner",1
"2352","Worm, Heinz-Lothar",1
"2353","Worms, Martina",1
"2354","Wortmann, Marc",1
"2355","Wothe, Anny",1
"2356","Wright, Chantal",1
"2357","Wulf, Berthold",1
"2358","Wunderer, R.",1
"2359","Wunnicke, Christine",4
"2360","Würger, Takis",8
"2361","Wurm, Franz",1
"2362","Wurmitzer, Mario",1
"2363","Würzbach, Natascha",1
"2364","Xokonoschtletl",1
"2365","Yeşilöz, Yusuf",1
"2366","Yildiz, Jasmin",2
"2367","York, Alice N.",1
"2368","Youkhana, Sargon",1
"2369","Yuan, Kanghan",1
"2370","Zach, Bastian",1
"2371","Zand, Herbert",1
"2372","Zander, Hans Conrad",1
"2373","Zauner, Friedrich Ch.",2
"2374","Zech, Paul",2
"2375","Zeiner, Monika",1
"2376","Zeise, Franz",2
"2377","Zeitler, Josef",1
"2378","Zeiz, August Hermann",1
"2379","Zeller, Eva",1
"2380","Zeller, Eva Christina",1
"2381","Zeller, Michael",1
"2382","Zelter, Joachim",3
"2383","Ziegler, Claudia",1
"2384","Ziegler, Reinhold",1
"2385","Ziegler, Thomas",4
"2386","Zieliński, Adam",1
"2387","Zietsch, Uschi",1
"2388","Zigan, Margarete",1
"2389","Zimmer, Anja",1
"2390","Zimmer, Dieter",1
"2391","Zimmermann, Katharina",1
"2392","Zimny, Margit",1
"2393","Zinn, Dorit",2
"2394","Zipperer, Melanie",1
"2395","Zippert, Hans",1
"2396","Zischler, Hanns",1
"2397","Zitelmann, Arnulf",1
"2398","Zoche, Hermann-Josef",1
"2399","Zoderer, Joseph",3
"2400","Zoeke, Barbara",2
"2401","Zöller, Martin",1
"2402","Zöllner, Angelika",1
"2403","Zownir, Miron",1
"2404","Zschokke, Matthias",3
"2405","Zuckmayer, Carl",2
"2406","Zur Nieden, Eckart",1
"2407","Zürn, Unica",8
"2408","Браун, Лили",1
"2409","Гете, Иоганн Вольфганг",1
"2410","Гримм, Братья",1
"2411","Захер-Мазох, Леопольд фон",1
"2412","Майринк, Густав",1
