"","author","count"
"901","Hoffmann, Léopold",1
"902","Hoffmann, Sandra",2
"903","Hofmann, Maria Georg",1
"904","Hofmann, Tatjana",1
"905","Hofstätter, Jakob",1
"906","Hohl, Ludwig",12
"907","Hohlbein, Rebecca",1
"908","Holbe, Daniel",1
"909","Holbe, Rainer",2
"910","Holl, Stefan",1
"911","Höll, Wolfram",1
"912","Holland, Katrin",1
"913","Holst, Margarete von",1
"914","Höner, Peter",1
"915","Höntsch, Ursula",1
"916","Horie, Hildegard",1
"917","Horn, Rebecca",1
"918","Horny, Tinga",1
"919","Horst, Norbert",1
"920","Horváth, Martin",2
"921","Horwege, Wilfried",2
"922","Höß, Rudolf",1
"923","Hoßfeld, Dagmar",1
"924","Hotschnig, Alois",4
"925","Houellebecq, Michel",1
"926","Huber, Nicole",1
"927","Hübner, Franz",1
"928","Hübner, Michael",2
"929","Huelsenbeck, Richard",3
"930","Huillet, Danièle",1
"931","Hülsebusch, Bernhard",1
"932","Huonder, Silvio",3
"933","Husemann, Dirk",5
"934","Huss, Frank",1
"935","Hutmacher, Rahel",1
"936","Hyde, Malachy",2
"937","Iddings, Benjamin Paul",1
"938","Ikonnikov, Aleksandr",1
"939","Ilisch, Maja",1
"940","Ingendaay, Paul",2
"941","Ingenheim, Marieluise von",4
"942","Inglin, Meinrad",2
"943","Innerhofer, Franz",4
"944","Ins, Jürg von",1
"945","Inusa, Manuela",2
"946","Iosivoni, Bianca",1
"947","Irshaid, Karin",1
"948","Isau, Ralf",9
"949","Isemann, Bernd",1
"950","Isringhaus, Jörg",1
"951","Jäckle, Nina",2
"952","Jacobi, Friedrich Heinrich",1
"953","Jacobs, Anne",6
"954","Jaeckle, Erwin",1
"955","Jaedtke, Wolfgang",1
"956","Jaeger, Henry",1
"957","Jaeger, Kurt",1
"958","Jaeggi, Eva",1
"959","Jaeggi, Urs",2
"960","Jäger, Gerhard",1
"961","Jahnke, Robin",1
"962","Jané, Jordi",1
"963","Janesch, Sabrina",2
"964","Janetschek, Ottokar",1
"965","Jankowski, Martin",1
"966","Jansen, Hanna",4
"967","Jansen, Marie",1
"968","Jarawan, Pierre",3
"969","Jardas, Margaret",1
"970","Jaroschka, Markus",2
"971","Jary, Micaela",2
"972","Jaschinski, Christian",1
"973","Jaumann, Bernhard",5
"974","Jean Paul",8
"975","Jeissing, Ivana",3
"976","Jelačić von Bužim, Josef",2
"977","Jellinek, Oskar",1
"978","Jenner, Simon",1
"979","Jennings, Gary",2
"980","Jensen, Wilhelm",3
"981","Jerger-Bachmann, Ilona",1
"982","Jerofke, Bernd Klaus",1
"983","Jeromin, Britta",1
"984","Jeschke, Wolfgang",6
"985","Jeske, Gerhard",1
"986","Jirgl, Reinhard",6
"987","Johannson, Lena",1
"988","Johansen, Hanna",2
"989","Johler, Jens",2
"990","John, Kirsten",2
"991","Johnson, Uwe",12
"992","Jones, Victoria",1
"993","Jonigk, Thomas",3
"994","Jonke, Gert",7
"995","Jopaire, Sandrine",2
"996","Jordan, Ricarda",3
"997","Jörgensen, Dieter",1
"998","Joseph, Wendy",1
"999","Josten, Husch",2
"1000","Julian, Helena",1
"1001","Jung, Franz",2
"1002","Jung, Jochen",1
"1003","Junge, Ricarda",1
"1004","Jungk, Peter Stephan",6
"1005","Jungo, Michael",1
"1006","Junke, Joe",1
"1007","Jurreit, Marielouise",1
"1008","Juul Clausen, Erik",1
"1009","Kabus, Christine",1
"1010","Kaes, Wolfgang",1
"1011","Kahn, Lisa",1
"1012","Kahn, Walter",1
"1013","Kain, Franz",1
"1014","Kaiser-Mühlecker, Reinhard",1
"1015","Kaiser, Georg",4
"1016","Kaiser, Gloria",2
"1017","Kaiser, Gunnar",3
"1018","Kaiser, Maria Regina",3
"1019","Kaiser, Vea",5
"1020","Kalka, Dieter",1
"1021","Kalka, Joachim",1
"1022","Kalman, Anna",2
"1023","Kálnay, Juliana",1
"1024","Kaltenbrunner, Otto",1
"1025","Kammerer, Iris",1
"1026","Kämmerer, Leo",1
"1027","Kämpchen, Martin",1
"1028","Kamphoevener, Elsa Sophia von",4
"1029","Kanaan, Verena",1
"1030","Kandolf, Franz",1
"1031","Kansy, Helga",1
"1032","Kant, Hermann",1
"1033","Kappacher, Walter",2
"1034","Kapper, Siegfried",1
"1035","Kappus, Franz Xaver",1
"1036","Kara, Yadé",2
"1037","Karge, Manfred",1
"1038","Karlin, Alma M.",2
"1039","Karlin, Alma Maximiliane",1
"1040","Karoly, Jil",3
"1041","Karpf, Urs",1
"1042","Karr, Hanns-Peter",1
"1043","Kaser, Norbert C.",1
"1044","Kasnitz, Adrian",1
"1045","Kasprzak, Andreas",1
"1046","Kassner, Rudolf",1
"1047","Kast-Riedlinger, Annette",1
"1048","Kastel, Michaela",1
"1049","Kastura, Thomas",1
"1050","Katz, Richard",1
"1051","Käufer, Hugo Ernst",1
"1052","Kaufhold, Julia",1
"1053","Kaufman, Kat",1
"1054","Kaufmann, Kat",1
"1055","Kaufmann, Paul",1
"1056","Kaus, Gina",1
"1057","Kautz, Helge T.",1
"1058","Kebir, Sabine",2
"1059","Keene, Brian",1
"1060","Kegel, Bernhard",3
"1061","Keglevic, Peter",1
"1062","Keiderling, Christel",1
"1063","Keiser, Helen",1
"1064","Keller, Paul",1
"1065","Keller, Philipp",1
"1066","Kempff, Martina",4
"1067","Kendrick, Sophie",1
"1068","Kennel, Herma",1
"1069","Kerényi, Karl",1
"1070","Kern, Alfred",1
"1071","Kern, Björn",1
"1072","Kern, Claudia",1
"1073","Kern, Elfriede",1
"1074","Kern, Silke",1
"1075","Kernbach, Michael",1
"1076","Kerner, Justinus",1
"1077","Kerschbaumer, Marie-Thérèse",1
"1078","Kertész, Imre",1
"1079","Kessel, Martin",3
"1080","Kesser, Hermann",1
"1081","Kessler, Christof",1
"1082","Kesten, Hermann",3
"1083","Kettenbach, Hans Werner",4
"1084","Keussen, Anselm",1
"1085","Keys, Kerry Shawn",1
"1086","Kiafas, Giorgos",1
"1087","Kiening, Alexandra",1
"1088","Kietzke, Bernd",1
"1089","Kijamov, Ališer",1
"1090","Kilian, Klaus",1
"1091","Kim, Anna",8
"1092","Kinder, Hermann",1
"1093","King, Stephen",1
"1094","Kinsky, Esther",7
"1095","Kirchhofer, Markus",1
"1096","Kirchhoff, Hans",1
"1097","Kirsch, Dietrich",1
"1098","Kirschke, Waltraud",1
"1099","Kisch, Egon Erwin",5
"1100","Kitter, Eva",1
"1101","Kiy, Bärbel",1
"1102","Klassen, Lena",1
"1103","Kleeberg, Michael",5
"1104","Klein, Benjamin",2
"1105","Klein, Elisabeth",1
"1106","Klein, Ernst",1
"1107","Klein, Olaf Georg",1
"1108","Kleist, Ewald Christian von",1
"1109","Kleist, Peter",1
"1110","Klíma, Ladislav",1
"1111","Kling, Marc-Uwe",4
"1112","Kling, Ulla",1
"1113","Klinger, Kurt",1
"1114","Klönne, Gisa",5
"1115","Klonovsky, Michael",1
"1116","Klöppelschuh, Elvira",2
"1117","Klopstock, Friedrich Gottlieb",2
"1118","Kloss, Helmar",1
"1119","Kluger, Martin",1
"1120","Klümper, Günther F.",1
"1121","Klüpfel, Volker",5
"1122","Knapp, Andreas",1
"1123","Knapp, Radek",5
"1124","Knauer, Sebastian",1
"1125","Kneidl, Laura",2
"1126","Kneifel, Hanns",3
"1127","Kneifel, Hans",1
"1128","Kneifl, Edith",2
"1129","Knelles, Sylvia",1
"1130","Knigge, Judith",1
"1131","Knittermeier, Frank",1
"1132","Knobloch, Ina",1
"1133","Knodt, Reinhard",1
"1134","Knopp, Beate",1
"1135","Kobialka, Martin",1
"1136","Koch, Anna",2
"1137","Koch, Boris",1
"1138","Koch, Erwin",2
"1139","Koch, Jessica",4
"1140","Köck, Thomas",1
"1141","Koebeli, Markus",1
"1142","Koenig, Alma Johanna",1
"1143","Koepke, Harry",1
"1144","Koestler, Arthur",3
"1145","Kofler, Gerhard",1
"1146","Kofmehl, Damaris",1
"1147","Kögl, Gabriele",2
"1148","Köhler, Barbara",2
"1149","Köhler, Karen",4
"1150","Kohlhaase, Wolfgang",1
"1151","Kohlmann, Bara",1
"1152","Kohout, Pavel",1
"1153","Kokoschka, Oskar",3
"1154","Kolb, Angelika",1
"1155","Kolb, Guido J.",1
"1156","Kolbenhoff, Walter",1
"1157","Kollender, Andreas",2
"1158","Kolleritsch, Alfred",5
"1159","Kolosowa, Wlada",1
"1160","Koltz, Anise",1
"1161","Konecny, Jaromir",1
"1162","König, Barbara",2
"1163","König, Friedhelm",1
"1164","König, Hans H.",1
"1165","König, Lea",1
"1166","König, Rainer",1
"1167","Königsdorf, Helga",3
"1168","Köpf, Gerhard",5
"1169","Köpp, Constanze H. E.",1
"1170","Koppel, Gert",1
"1171","Koppelstätter, Lenz",1
"1172","Köppen, Edlef",1
"1173","Körber, Joachim",1
"1174","Körber, Lili",1
"1175","Korber, Tessa",3
"1176","Korn, Carmen",3
"1177","Korn, Ernst",1
"1178","Kornauer, Paul",1
"1179","Körner-Armbruster, Angela Maria",1
"1180","Körner, Heinz",3
"1181","Korschunow, Irina",1
"1182","Koschyk, Heike",1
"1183","Köster-Lösche, Kari",3
"1184","Kpalete, Yawhleim",1
"1185","Kracauer, Siegfried",5
"1186","Kraft, Robert",3
"1187","Kraiker, Ansgar",1
"1188","Krall, Hanna",1
"1189","Kranjc, Marco",1
"1190","Kraus, Chris",1
"1191","Kraus, Emil",1
"1192","Kraus, Joseph Martin",1
"1193","Kraus, Susanne",1
"1194","Krause, Thilo",1
"1195","Krauß, Angela",1
"1196","Kraxner, Petra Maria",1
"1197","Krebs, Johann Baptist",1
"1198","Krechel, Ursula",2
"1199","Krege, Wolfgang",1
"1200","Kreissl, Rainer",1
"1201","Kreitz, Isabel",1
"1202","Kreller, Susan",1
"1203","Kremer, Rüdiger",1
"1204","Kreslehner, Gabi",4
"1205","Kress-Fricke, Regine",1
"1206","Kretzen, Friederike",1
"1207","Krick, Julius",1
"1208","Krieger, Günter",1
"1209","Krieger, Walter",1
"1210","Krispien, Edith",1
"1211","Křištan, Lukáš",1
"1212","Kristiansen, Ole",1
"1213","Kristin, Marko Z.",1
"1214","Kristl, Vlado",1
"1215","Kroeger, Theodor",1
"1216","Kroetz, Franz Xaver",5
"1217","Kröhn, Julia",5
"1218","Krohn, Tim",3
"1219","Kromarek, Michael",1
"1220","Kronauer, Brigitte",5
"1221","Krüger, Horst",1
"1222","Krüger, Renate",1
"1223","Krumbiegel, Steffi",1
"1224","Krupp, Ute-Christine",1
"1225","Kruppa, Hans",1
"1226","Kruse, Ingeborg",1
"1227","Krzywon, Ernst Josef",1
"1228","Kubiczek, André",2
"1229","Kubin, Alfred",7
"1230","Kubitschek, Ruth Maria",1
"1231","Kübler, Roland",2
"1232","Küchenmeister, Nadja",1
"1233","Kuczynski, Rita",1
"1234","Kuehnelt-Leddihn, Erik von",1
"1235","Kuh, Anton",1
"1236","Kühn, Andrea",1
"1237","Kühn, Johannes",3
"1238","Kühn, Oliver",1
"1239","Kuhn, Sandy Taikyu",1
"1240","Kuhnau, Johann",1
"1241","Kummer, Tom",1
"1242","Kunkel, Thor",2
"1243","Kunst, Thomas",1
"1244","Kunze, Michael",1
"1245","Küppers, Topsy",1
"1246","Kurnitzky, Horst",1
"1247","Kürschner, Liza",1
"1248","Kürten, Claudio",1
"1249","Kurz, Karl Friedrich",1
"1250","Kurzeck, Peter",2
"1251","Kušnarenko-Surtaeva, V. G.",1
"1252","Kutschke, Svealena",1
"1253","Kwaysser, Marie",1
"1254","La Roche, Sophie von",1
"1255","Lack, Stephan",1
"1256","Lacrosse, Marie",1
"1257","Laederach, Jürg",2
"1258","Lamballe, Marie",2
"1259","Lang, Fritz",1
"1260","Lange, Claudio",1
"1261","Lange, Kathrin",4
"1262","Lange, Laura",1
"1263","Lange, Moritz Wulf",1
"1264","Lange, Sabine",1
"1265","Langenstein, Bernhard",1
"1266","Langer, Eddy",1
"1267","Langhoff, Anna",1
"1268","Langkammer, Mariusz Witold von",1
"1269","Lansburgh, Werner",2
"1270","Lappert, Rolf",9
"1271","Lassnig, Maria",1
"1272","Laßwitz, Kurd",3
"1273","Latzko, Andreas",3
"1274","Laub, Gabriel",2
"1275","Laube, Sigrid",1
"1276","Laucke, Dirk",1
"1277","Laukhard, Friedrich Christian",1
"1278","Laureen, Anne",1
"1279","Laurin, Ruben",1
"1280","Lazar, Maria",1
"1281","Lebek, Hans",2
"1282","Lebert, Hans",2
"1283","Lechner, Auguste",1
"1284","Ledig, Gert",7
"1285","Leenders, Hiltrud",1
"1286","Lefèvre, Pierre",4
"1287","Lehmann, Christine",1
"1288","Lehmann, Hanjo",1
"1289","Lehne, Fr.",1
"1290","Lehner, Angela",1
"1291","Lehr, Thomas",3
"1292","Leiber, Svenja",4
"1293","Leinemann, Susanne",1
"1294","Leisner, Regine",1
"1295","Leitgeb, Josef",1
"1296","Leithold, Norbert",1
"1297","Leitner, Maria",1
"1298","Lemmermayer, Fritz",1
"1299","Lendle, Jo",1
"1300","Lentz, Michael",1
"1301","Leo, Per",1
"1302","Leppin, Paul",4
"1303","Lerchenwald, Johann",1
"1304","Leu, Hans Jörg",1
"1305","Levensohn, Melanie",1
"1306","Levski, Marcus E.",1
"1307","Lewald, Fanny",1
"1308","Lewin, Waldtraut",2
"1309","Libera, Leszek",1
"1310","Liebeskind, August Jacob",1
"1311","Liebmann, Irina",1
"1312","Lieckfeld, Claus-Peter",1
"1313","Liehr, Tom",1
"1314","Ligocka, Roma",1
"1315","Liliencron, Detlev von",1
"1316","Lindholm, Dan",1
"1317","Lindroth, Malin",1
"1318","Link, Michaela",1
"1319","Lippet, Johann",1
"1320","Lippke, Mila",1
"1321","List, Berndt",1
"1322","Llewellyn, Ralph",1
"1323","Löb, Horst",1
"1324","Lodemann, Jürgen",1
"1325","Loen, Johann Michael von",1
"1326","Löffler, Hans",1
"1327","Lögering, Carsten",1
"1328","Lohmann, Eva",1
"1329","Loos, Cécile Ines",1
"1330","Lorenzen, Rudolf",2
"1331","Losacker, Wolfgang",1
"1332","Loschütz, Gert",4
"1333","Lothar, Ernst",2
"1334","Lott, Sylvia",1
"1335","Lotz, Wolfram",1
"1336","Lucadou, Julia von",1
"1337","Lucassen, Arjen Anthony",1
"1338","Ludwig, Volker",1
"1339","Lukas, Clint",1
"1340","Lukas, Elisabeth",3
"1341","Lukas, Leo",3
"1342","Lüninghöner, Gert",2
"1343","Lupi, Nina",1
"1344","Lüscher, Max",1
"1345","Lustiger, Gila",5
"1346","Lüthi, Max",1
"1347","Lützow, Therese von",1
"1348","Lux, Lana",2
"1349","Lyne, Charlotte",2
"1350","Maass, Edgar",1
"1351","Mächler, Stefan",1
"1352","MacIntosh, Margo",1
"1353","Mahle, Martin",1
"1354","Mahler, Nicolas",1
"1355","Mahlknecht, Selma",1
"1356","Mahlmeister, Josef",1
"1357","Mahr, Kurt",1
"1358","Mahrendorff, C. S.",2
"1359","Mahrer, Louis",1
"1360","Malade, Theo",1
"1361","Malkowski, Rainer",1
"1362","Mall, Sepp",2
"1363","Maly, Anton",2
"1364","Mander, Matthias",1
"1365","Mandl, Herbert T.",1
"1366","Mann, Erika",1
"1367","Mann, Sunil",1
"1368","Mannel, Beatrix",3
"1369","Marcus, Martha Sophie",1
"1370","Marcus, Paul",3
"1371","Marginter, Peter",2
"1372","Marheinecke, Reinhard",1
"1373","Marie Madeleine",1
"1374","Marinić, Jagoda",1
"1375","Marly, Michelle",11
"1376","Marni, Nicola",1
"1377","Marten, Helena",2
"1378","Martens, Klaus",1
"1379","Martí Peña, Ofelia",1
"1380","Martin, Adrian Wolfgang",1
"1381","Martin, Sabine",4
"1382","Martinek, Hilly",1
"1383","Martini, Caro",1
"1384","Martini, Christiane",1
"1385","Martius, Carl Friedrich Philipp von",1
"1386","Marx, Karl",2
"1387","Marzi, Christoph",2
"1388","Mathioudakis, Zacharias G.",1
"1389","Matsubara, Hisako",2
"1390","Matt, Peter von",1
"1391","Matthiesen, Hinrich",1
"1392","Matysiak, Ada Jadwiga",1
"1393","Maurer, Hermann",1
"1394","Maurer, Jörg",1
"1395","Maurer, Maria Luise",1
"1396","Mauriņa, Zenta",1
"1397","Maxian, Beate",1
"1398","May, Iris",1
"1399","Maybach, Katja",1
"1400","Mayenburg, Marius von",9
"1401","Mayer, Gina",3
"1402","Mayer, Markus",1
"1403","McFadyen, Cody",2
"1404","Mehring, Franz",1
"1405","Meidner, Ludwig",1
"1406","Meier, Angelika",1
"1407","Meier, Beatrice",4
"1408","Meier, Carlo",1
"1409","Meier, Gisela",1
"1410","Meier, Helen",1
"1411","Meinecke, Thomas",2
"1412","Meinhold, Wilhelm",3
"1413","Meißner, Tobias O.",2
"1414","Meistermann, Heinz",1
"1415","Melchior, Ib",1
"1416","Mendelssohn, Peter de",1
"1417","Mennen, Patricia",1
"1418","Menzel, Oswald",1
"1419","Merino, Sina",1
"1420","Merkel, Inge",3
"1421","Merkel, Rainer",1
"1422","Merle, Robert",1
"1423","Mesa, Paul",2
"1424","Messner, Elena",1
"1425","Messner, Reinhold",3
"1426","Mettler, Felix",2
"1427","Meyer zu Düttingdorf, Hans",2
"1428","Meyer-Steineg, Theodor",1
"1429","Meyer, Clemens",11
"1430","Meyer, Thomas",3
"1431","Michaelis, Antonia",1
"1432","Michaels, Adi Mira",1
"1433","Michel, Peter",1
"1434","Michelis, Hubert",1
"1435","Michelsen, Hans Günter",1
"1436","Mickiewicz, Iwona",1
"1437","Mikan, Denis",1
"1438","Mikeleitis, Edith",1
"1439","Mikula, Valentin",1
"1440","Milanovic-Jelić, Jasna",1
"1441","Milch-Sheriff, Ella",1
"1442","Millesi, Hanno",1
"1443","Minden, Inka Loreen",2
"1444","Minelli, Michèle",1
"1445","Mingels, Annette",1
"1446","Miranda, Carmen",1
"1447","Mischke, Susanne",2
"1448","Mischke, Thilo",2
"1449","Mitterer, Erika",4
"1450","Mohafez, Sudabeh",2
"1451","Molden, Hanna",1
"1452","Moldovan, Kurt",1
"1453","Molinari, Gianna",3
"1454","Molling, Herlinde",1
"1455","Monferat, Benjamin",2
"1456","Monioudis, Perikles",3
"1457","Mönnich, Horst",1
"1458","Montasser, Thomas",3
"1459","Montecrossa, Michel",1
"1460","Montillon, Christian",1
"1461","Morell, Leon",1
"1462","Moreno, Maria",1
"1463","Morese, Maria Carmen",1
"1464","Morgan, Kathleen",1
"1465","Morgenstern, Soma",3
"1466","Morgner, Irmtraud",2
"1467","Moritz, Karl Philipp",6
"1468","Morrison, Tania",1
"1469","Morrison, Toni",1
"1470","Moser, Annemarie E.",1
"1471","Moster, Andreas",1
"1472","Möwes, Heinrich",1
"1473","Moy, Johannes",1
"1474","Mucker-Frimmel, Gerda",1
"1475","Muecklich, Bernhard von",1
"1476","Mueller-Stahl, Armin",2
"1477","Mueller, Harald",1
"1478","Mueller, Roland",1
"1479","Mühlberger, Josef",1
"1480","Mühlenfels, Hanns von",1
"1481","Muhr, Ursula",1
"1482","Müller-Bohn, Jost",1
"1483","Müller, Catrin",1
"1484","Müller, Cornelia H.",1
"1485","Müller, Dieter Alpheo",1
"1486","Müller, Günther",1
"1487","Müller, Nicole",4
"1488","Müller, Raphael",1
"1489","Müller, Ray",1
"1490","Müller, Titus",6
"1491","Müller, Willibald",1
"1492","Multhaupt, Hermann",2
"1493","Münter, Felix A.",1
"1494","Münzberg, Olav",1
"1495","Münzer, Hanni",6
"1496","Murr, Stefan",1
"1497","Murray, Fiona",1
"1498","Musäus, Johann Karl August",5
"1499","Muster, Wilhelm",1
"1500","Muszer, Dariusz",1
"1501","Mutius, Dagmar von",1
"1502","Nagel, Herbert C.",1
"1503","Nagel, Rolf",1
"1504","Nagele, Andrea",1
"1505","Naters, Elke",3
"1506","Natonek, Hans",1
"1507","Nawrat, Matthias",3
"1508","Neeser, Andreas",2
"1509","Nelken, Dinah",1
"1510","Nemeskéri-Kiss, Géza",1
"1511","Nenik, Francis",1
"1512","Nestvold, Ruth",1
"1513","Nett, Olaf",1
"1514","Netzel, Rebecca",1
"1515","Neubauer, Nicole",2
"1516","Neumann, Gert",1
"1517","Neumann, Robert",2
"1518","Neumann, Ronnith",1
"1519","Neumeister, Christoff",1
"1520","Neutsch, Erik",1
"1521","Neven DuMont, Alfred",1
"1522","Nevis, Ben",2
"1523","Nick, Dagmar",2
"1524","Nickel, Rainer",1
"1525","Niebelschütz, Wolf von",1
"1526","Niebuhr, Barthold Georg",1
"1527","Niedermeier, Karin",1
"1528","Niederwieser, Stephan",1
"1529","Niekrawietz, Hans",1
"1530","Nigg, Iren",2
"1531","Nikolai, Maria",1
"1532","Nitsch, Hermann",1
"1533","Nizon, Paul",8
"1534","Noack, Barbara",1
"1535","Nöldeke, Eva",1
"1536","Noll, Dieter",2
"1537","Noll, Peter",1
"1538","Nolte, Jakob",1
"1539","Nordau, Max",1
"1540","Norris, Bruce",1
"1541","Noske, Edgar",1
"1542","Nöstlinger, Christine",4
"1543","Notz, Werner",1
"1544","Novak, Helga M.",3
"1545","Nürnberg, Dorothea",1
"1546","Nuyen, Jenny-Mai",2
"1547","O'Connor, Philip",3
"1548","Obergriessnig, Andreas",1
"1549","Obermeier, Siegfried",7
"1550","Oberthür, Irene",1
"1551","Obexer, Margareth",1
"1552","Oesterle, Kurt",1
"1553","Ohler, Norman",2
"1554","Öhri, Armin",1
"1555","Oken, Edgar",1
"1556","Okopenko, Andreas",4
"1557","Olvedi, Ulli",2
"1558","Omari, Laila el",1
"1559","Opitz, Martin",2
"1560","Orfali, Stephanie",1
"1561","Ornstein, Anna",1
"1562","Ortner, Otto Ludwig",1
"1563","Ortwein, Barbara",1
"1564","Oseban, Ana Jasmina",1
"1565","Oser, Pierre",1
"1566","Ossowski, Leonie",1
"1567","Ostau, Ruth von",1
"1568","Osten, Manfred",1
"1569","Ostertag, Silvia",2
"1570","Oswald, Georg Martin",13
"1571","Ott, Karl-Heinz",3
"1572","Ott, Wolfgang",3
"1573","Overath, Angelika",3
"1574","Paetzke, Hans-Henning",1
"1575","Paglia, Benno",1
"1576","Pahl, Arthur",1
"1577","Paillasse, Pierre",1
"1578","Pálffy von Erdöd, Paul",1
"1579","Panizza, Oskar",2
"1580","Pappenheim, Bertha",1
"1581","Paprotta, Astrid",4
"1582","Parin, Paul",1
"1583","Partmann, Irmgard",1
"1584","Pasqué, Ernst",1
"1585","Pastior, Oskar",4
"1586","Pásztor, Susann",5
"1587","Pataki, Heidi",1
"1588","Paul, Fritzi",1
"1589","Pauli, Johannes",1
"1590","Pauly, Alfredo",1
"1591","Pauly, Gisa",1
"1592","Paust, Ingerose",2
"1593","Paysen-Petersen, Georg",1
"1594","Pedretti, Erica",5
"1595","Pein, Adrian",1
"1596","Penzoldt, Ernst",1
"1597","Percha, Igor von",2
"1598","Perkman, Ljubica",1
"1599","Perplies, Bernd",1
"1600","Person, Jutta",1
"1601","Pescarel, Lia",1
"1602","Pesch, Helmut W.",1
"1603","Pesch, Otto Hermann",1
"1604","Peschina, Helmut",3
"1605","Pestalozzi, Johann Heinrich",2
"1606","Peter, Rita",1
"1607","Peters, Julie",1
"1608","Peters, Veronika",1
"1609","Pethrus, Lewi",1
"1610","Petri-Sutermeister, Bolette",1
"1611","Petry, Renata",1
"1612","Petschull, Jürgen",1
"1613","Petzold, Alfons",1
"1614","Pfeiffer, Astrid",1
"1615","Pfeiffer, Boris",1
"1616","Pfister, Astrid",1
"1617","Pflüger, Andreas",10
"1618","Philipps, Carolin",1
"1619","Piano, Ellen",1
"1620","Piazza, Barbara",1
"1621","Pietsch, Nikolaus",1
"1622","Piontek, Heinz",2
"1623","Piper, Hans-A.",1
"1624","Pirinçci, Akif",17
"1625","Pisa, Maria Regina",1
"1626","Pitsch, Peter",1
"1627","Pittler, Andreas P.",1
"1628","Placzek, Adolf K.",1
"1629","Plattner, Martin",1
"1630","Pleier, Der",1
"1631","Pleschinski, Hans",3
"1632","Pletzinger, Thomas",2
"1633","Plischke, Thomas",1
"1634","Pluhar, Erika",1
"1635","Polák, Vlastimil Artur",2
"1636","Politycki, Matthias",5
"1637","Pollesch, René",3
"1638","Polzer-Hoditz, Ludwig",2
"1639","Popescu, Adriana",2
"1640","Popin, Doru Eugen",2
"1641","Poppe, Grit",1
"1642","Poppe, Ine",1
"1643","Porath, Silke",1
"1644","Poritzky, Jakob E.",1
"1645","Porr, Bente",1
"1646","Poschenrieder, Christoph",3
"1647","Potente, Franka",1
"1648","Pradelski, Minka",1
"1649","Preisendörfer, Bruno",1
"1650","Pressler, Mirjam",3
"1651","Prien, Günther",1
"1652","Priessnitz, Reinhard",1
"1653","Prinz, Martin",3
"1654","Prodöhl, Günter",1
"1655","Proensa, Katrin",1
"1656","Profijt, Jutta",3
"1657","Prosch, Peter",1
"1658","Przybyszewski, Stanisław",1
"1659","Queens, Marah",1
"1660","Quilt, Linda",1
"1661","Raab, Thomas",6
"1662","Rabener, Gottlieb Wilhelm",1
"1663","Rabensteiner, Konrad",1
"1664","Rabinovici, Doron",7
"1665","Rachewiltz, Patrizia de",1
"1666","Radbruch, Gustav",1
"1667","Raddatz, Fritz J.",2
"1668","Rai, Edgar",1
"1669","Rainalter, Erwin Herbert",1
"1670","Ramadan, Jasmin",2
"1671","Randenborgh, Elisabet van",1
"1672","Randl, Lola",1
"1673","Rapp, Stephanie",1
"1674","Raschke, Martin",1
"1675","Rasp, Renate",1
"1676","Rathenböck, Elisabeth Vera",1
"1677","Rathenow, Lutz",2
"1678","Rau, Heribert",1
"1679","Ravencraft, Cecille",1
"1680","Ray, Fran",5
"1681","Razumovsky, Dorothea",1
"1682","Reategui, Petra",1
"1683","Reef, Rob",1
"1684","Regler, Gustav",2
"1685","Regnier, Sandra",1
"1686","Rehfeld, Frank",2
"1687","Rehn, Heidi",2
"1688","Rehn, Jens",5
"1689","Reich, Helena",1
"1690","Reichart, Elisabeth",1
"1691","Reichlin, Linus",4
"1692","Reimann, Brigitte",5
"1693","Reimer, Elisabeth",1
"1694","Rein, Heinz",3
"1695","Reinecke, Maria",1
"1696","Reinerová, Lenka",2
"1697","Reinig, Christa",1
"1698","Reinirkens, Leonhard",1
"1699","Reinshagen, Gerlind",2
"1700","Reinwarth, Alexandra",1
"1701","Reitberger, Klaus",1
"1702","Reitz, Edgar",1
"1703","Reitzer, Angelika",1
"1704","Reizenstein, Ludwig von",1
"1705","Rekel, Gerhard J.",1
"1706","Remin, Nicolas",6
"1707","Remp, Marietta",1
"1708","Renk, Ulrike",1
"1709","Renn, Ludwig",4
"1710","Renz, Hans",1
"1711","Renz, Sylvia",1
"1712","Resch, Erwin",1
"1713","Reschke, Karin",3
"1714","Reski, Petra",1
"1715","Retter, Utz",1
"1716","Rétyi, Andreas von",1
"1717","Reuter, Christian",1
"1718","Reuter, Fritz",1
"1719","Reuter, Gabriele",1
"1720","Reventlow, Franziska zu",3
"1721","Rewenig, Guy",1
"1722","Rheinberger, Hans-Jörg",1
"1723","Rhode, Max",1
"1724","Rice, Anne",1
"1725","Richartz, Walter E.",1
"1726","Richle, Urs",3
"1727","Richling, Sabine",2
"1728","Richter, Falk",3
"1729","Richter, Joseph",1
"1730","Richter, Jutta",9
"1731","Rick, Karin",2
"1732","Riebe, Brigitte",8
"1733","Riedel, Susanne",1
"1734","Rieder, Ines",1
"1735","Rieks, Josefine",1
"1736","Riemann, Silke",1
"1737","Riess, Curt",1
"1738","Riess, Elke",1
"1739","Riess, Erwin",2
"1740","Ringena, Hanna",1
"1741","Risojević, Ranko",1
"1742","Ritzel, Ulrich",1
"1743","Roberts, Aileen P.",1
"1744","Rode, Axel",1
"1745","Roden, Robert",1
"1746","Rodrian, Irene",1
"1747","Roedl, Urban",1
"1748","Roes, Michael",3
