"","author","place_count","title_count","residuals"
"316","Kuhligk, Björn",1,1,-0.0121680186687412
"317","Kuhn, Horst",1,1,-0.0121680186687412
"318","Kui, Alexandra",1,1,-0.0121680186687412
"319","Kumar, Anant",1,1,-0.0121680186687412
"320","Kuntz, Mark",1,1,-0.0121680186687412
"321","Kuppel, Gotthart",1,1,-0.0121680186687412
"322","Kureishi, Hanif",1,1,-0.0121680186687412
"323","Kusenberg, Kurt",1,2,-0.275882505463569
"324","Lain, Tara",1,1,-0.0121680186687412
"325","Lange, Fritz",1,1,-0.0121680186687412
"326","Langenscheidt, Florian",2,2,0.724117494536431
"327","Langer, Jiří",1,1,-0.0121680186687412
"328","Langthaler, Hilde",1,1,-0.0121680186687412
"329","Lantos, Titus",1,1,-0.0121680186687412
"330","Larionov, Denis",1,1,-0.0121680186687412
"331","Lasonchyk, R.",1,1,-0.0121680186687412
"332","Laupus, Monika",1,1,-0.0121680186687412
"333","Lavee, Ingrid",1,1,-0.0121680186687412
"334","Leach, Roger",1,1,-0.0121680186687412
"335","Lederer, Joe",1,1,-0.0121680186687412
"336","Lee, Edward",1,1,-0.0121680186687412
"337","Leitschuh, Marcus C.",1,1,-0.0121680186687412
"338","Leman, Susanne",1,1,-0.0121680186687412
"339","Lenz, Anita",1,1,-0.0121680186687412
"340","Lenze, Ulla",3,3,1.4604030077416
"341","Leon, Donna",2,3,0.460403007741604
"342","Lepka, Gregor M.",1,1,-0.0121680186687412
"343","Leynaud, René",1,1,-0.0121680186687412
"344","Lichtenstein, Alfred",1,1,-0.0121680186687412
"345","Liebetreu, Donald",1,1,-0.0121680186687412
"346","Liersch, Hendrik",1,1,-0.0121680186687412
"347","Limacher, Roland",1,1,-0.0121680186687412
"348","Lindemann, Bernd",2,3,0.460403007741604
"349","Lindt, George",1,1,-0.0121680186687412
"350","Lindt, Nicolas",1,1,-0.0121680186687412
"351","Loosli, Ruth",1,1,-0.0121680186687412
"352","Lorenc, Kito",1,1,-0.0121680186687412
"353","Lorenz-Lindemann, Karin",1,1,-0.0121680186687412
"354","Loriot",1,1,-0.0121680186687412
"355","Löschner, Irmgard",1,1,-0.0121680186687412
"356","Lubitsch, Nika",2,2,0.724117494536431
"357","Lükens, Markus",1,1,-0.0121680186687412
"358","Luther, Martin",1,1,-0.0121680186687412
"359","Maar, Paul",1,1,-0.0121680186687412
"360","MacNeill, Alastair",1,1,-0.0121680186687412
"361","Mahlow, Verena",1,1,-0.0121680186687412
"362","Maier, Kathrin",1,1,-0.0121680186687412
"363","Manteuffel, Peter Zoege von",1,1,-0.0121680186687412
"364","Mara, Ulrike",1,1,-0.0121680186687412
"365","Marcard, Micaela von",1,1,-0.0121680186687412
"366","Margwelaschwili, Giwi",1,1,-0.0121680186687412
"367","Markarēs, Petros",1,1,-0.0121680186687412
"368","Martell, Rupert",1,1,-0.0121680186687412
"369","Marti, Lorenz",1,1,-0.0121680186687412
"370","Martin, Hansjörg",1,1,-0.0121680186687412
"371","Martin, Tom",1,1,-0.0121680186687412
"372","Materni, Undine",1,1,-0.0121680186687412
"373","Maupassant, Guy de",1,1,-0.0121680186687412
"374","Mayer, Lisa",1,1,-0.0121680186687412
"375","Mayer, Ralo",1,1,-0.0121680186687412
"376","Mazzi, Lisa",1,1,-0.0121680186687412
"377","McCay, Bill",1,1,-0.0121680186687412
"378","McDevitt, Jack",1,1,-0.0121680186687412
"379","Mednyánszky, Alajos",1,1,-0.0121680186687412
"380","Meinshausen, R. Hermann",1,1,-0.0121680186687412
"381","Melzer-Geissler, Elisabeth",1,1,-0.0121680186687412
"382","Merchant, Judith",1,1,-0.0121680186687412
"383","Messmer, Susanne",1,1,-0.0121680186687412
"384","Meyer-Dietrich, Inge",1,1,-0.0121680186687412
"385","Meyer-Götz, Heinrich",1,1,-0.0121680186687412
"386","Meyer, Deon",1,1,-0.0121680186687412
"387","Michel, Robert",1,1,-0.0121680186687412
"388","Mielcke, Christian Gottlieb",1,1,-0.0121680186687412
"389","Mihailescu, Andrei",1,1,-0.0121680186687412
"390","Miles, William",1,1,-0.0121680186687412
"391","Miller, Rebecca",1,1,-0.0121680186687412
"392","Mintrop, Theodor",1,1,-0.0121680186687412
"393","Mirtse, Agnes",1,1,-0.0121680186687412
"394","Möckel, Klaus",1,1,-0.0121680186687412
"395","Molnar, Adolf",1,1,-0.0121680186687412
"396","Molzer, Kurt",1,2,-0.275882505463569
"397","Monk, Radjo",1,1,-0.0121680186687412
"398","Morrison, Arthur",1,1,-0.0121680186687412
"399","Morrissey, Di",1,1,-0.0121680186687412
"400","Moser, Erwin",1,1,-0.0121680186687412
"401","Moster, Stefan",1,2,-0.275882505463569
"402","Mousli, Luna al-",1,2,-0.275882505463569
"403","Mückain, Johanna",1,1,-0.0121680186687412
"404","Mühldorfer, Stefan",1,1,-0.0121680186687412
"405","Mulisch, Harry",1,1,-0.0121680186687412
"406","Müller-Guttenbrunn, Adam",1,1,-0.0121680186687412
"407","Müller-Walter, Doris",1,1,-0.0121680186687412
"408","Müller, Friedrich Max",1,1,-0.0121680186687412
"409","Müller, Gert",1,1,-0.0121680186687412
"410","Müller, Katharina",1,1,-0.0121680186687412
"411","Müllner, Adolph",1,1,-0.0121680186687412
"412","Murnau, Richard F.",1,1,-0.0121680186687412
"413","Musharbash, Yassin",1,1,-0.0121680186687412
"414","Nachtwey, Uwe",1,1,-0.0121680186687412
"415","Nádas, Péter",1,1,-0.0121680186687412
"416","Netenjakob, Moritz",1,1,-0.0121680186687412
"417","Neumann, Lothar",1,1,-0.0121680186687412
