"","Var1","Freq"
"776","In einer dunklen Nacht ging ich aus meinem stillen Haus",1
"777","In stillen Nächten",2
"778","Infanta",1
"779","Ins Blauen",1
"780","Inselträume",1
"781","Iphigenie auf Tauris",1
"782","Irena Brežná Die undankbare Fremde",1
"783","Irgendwann werden wir uns alles erzählen",2
"784","Irgendwo geht immer wieder ein Türchen auf oder Erinnerungen an eine Liebe in Frankreich und was daraus geworden ist",1
"785","Irmgard Keun Gilgi  eine von uns",1
"786","Jacob beschließt zu lieben",1
"787","Jahr und Tag Pohanka",1
"788","Jakob von Gunten",1
"789","Janus von Neapel",1
"790","Jeden Tag jede Stunderk",1
"791","Jeder stirbt für sich alleine",1
"792","Jefra heißt Palästinand",1
"793","Jenseitsnovelle",1
"794","Jesuiten Spiesser Bolschewiken",1
"795","Jetzt mal Tacheles",1
"796","Joe und Marianne oder ein kleines Leben",1
"797","Johann Heinrich Pestalozzi Lienhard und Gertrud",1
"798","Johann Wolfgang Goethe von Clavigo",1
"799","Johann Wolfgang Goethe von Das Märchen",1
"800","Johann Wolfgang Goethe von Die Wahlverwandtschaften",1
"801","Johann Wolfgang Goethe von Faust",3
"802","Johann Wolfgang Goethe von Faust 1",2
"803","Johann Wolfgang Goethe von Hermann und Dorothea",1
"804","Johann Wolfgang Goethe von Römische Elegien",1
"805","Jolanthes Hochzeit",1
"806","Josef stirbt",1
"807","Josef Winkler Natura morta",1
"808","Joseph Roth Die Flucht ohne Ende",1
"809","Joseph Roth Hiob",1
"810","Joseph Roth Tarabas",1
"811","Jud Süß",1
"812","Judge",1
"813","Judith Hermann Sommerhaus später",1
"814","Judith Schalansky Verzeichnis einiger Verluste",1
"815","Just for friends Das Freundbuch",1
"816","K L McKoy Mein Leben als Fön",1
"817","Kafka",1
"818","Kahn  Engelmann",1
"819","KaiUwe Conrad The Stranger",1
"820","Kampf um Polna",1
"821","Karan",1
"822","Karl Kraus Die letzten Tage der Menschheit",1
"823","Kassandra",1
"824","Katharina Hagena Der Geschmack von Apfelkernen",1
"825","Katharina Winkler Blauschmuck",1
"826","Kathryn Taylor Colours of love",1
"827","Kein Reihenhaus für Robin Hood",1
"828","Keine Macht der Welt",1
"829","KelimConnectionrk",1
"830","Kinder und Hausmärchen",4
"831","Kinder und Hausmärchenl",1
"832","Kinder und Hausmärchentoroman",1
"833","Kinderflucht",1
"834","Kindheitsparadies",1
"835","Kipppunktrk",1
"836","Kirschholz und alte Gefühle",1
"837","Klaras Ruh",1
"838","Klaus Merz Der Argentinier",1
"839","Klausen",1
"840","KlausPeter Wolf Totenstille im Watt",1
"841","Kleine Chronik",1
"842","Kleiner Mann  was nun",1
"843","Knaben und Mörder",1
"844","Kolonien der Liebe",1
"845","Kommen Sie mit mir ans Meer Fräulein",1
"846","Kommissar Pascha",1
"847","Komödie in Moll",1
"848","König Laurin und sein Rosengarten",1
"849","Konrad oder das Kind aus der Konservenbüchse",1
"850","Kontaminierte Landschaften",1
"851","Korsisches Blut",1
"852","Krieg um den Mond",1
"853","Krötenmord",1
"854","Kühlfach betreten verboten",1
"855","KunstGeschichten",1
"856","Kurban Said Ali und Nino",1
"857","L albero dei microchip",1
"858","Lange Jahre fremd",1
"859","Lange Tage",1
"860","Längst nicht mehr koscher",1
"861","Lanzelet",1
"862","Lass mich fliegen",1
"863","Leibhaftigrk",1
"864","Leila rk",1
"865","Leise singende Frauen",1
"866","Lenz",1
"867","Leo Perutz Nachts unter der steinernen Brücke",1
"868","Leo Perutz Turlupin",1
"869","Léon und Louise",1
"870","Letzte Lockerung",1
"871","Lichternacht",1
"872","Liebe",1
"873","Liebe deinen Nächsten",1
"874","Liebe heilt alle Wunden  irgendwann",1
"875","Liebe ist was für Idioten Wie mich",1
"876","Liebes Glück",1
"877","Liebesfluchten Iwrith",1
"878","Liebesgeschichten",1
"879","Liebespaa küsst euch ma",1
"880","Lieblingsstücke",1
"881","Lillith und die Sternenstraße",1
"882","Lily Ben und Omid",2
"883","Lisas Abenteuer in Melandrien",1
"884","Liselotte WelskopfHenrich Die Söhne der Großen Bärin",1
"885","Litauische Geschichten",1
"886","Literatur",1
"887","Lo und Lu",1
"888","Loslassen damit das Leben weitergehtnd",1
"889","Lotte in Weimar",1
"890","Löwenstern",1
"891","Ludwig Tieck Prinz Zerbino",1
"892","Lust",1
"893","Lutezia",1
"894","Lyras Klage",1
"895","Magus",1
"896","Mahlers Zeit",1
"897","Maja Haderlap Engel des Vergessens",1
"898","Malaria",1
"899","Mani Beckmann Die Kapelle im Moor",1
"900","Märchen up Platt",1
"901","Maria Leitner Hotel Amerika",1
"902","Maria Stuart",1
"903","Marianne Fritz Die Schwerkraft der Verhältnisse",1
"904","Marieluise Fleißer Eine Zierde für den Verein",1
"905","Marinas Glück",1
"906","Mario und der Zauberer",1
"907","Mario Wirz Sieben Leben hat die Woche",1
"908","Marlen Haushofer Die Wand",1
"909","Martin Buber Die Erzählungen der Chassidim",1
"910","Martin Walser Ein liebender Mann",1
"911","Masse Mensch",1
"912","Matthias Kneip Grundsteine im Gepäck",1
"913","Matthias Politycki AsahiBlues ltZusammenstellung",1
"914","Max Annas Die Mauer",1
"915","Max Frisch Homo Faber",1
"916","Max Frisch Montauk",1
"917","Max Grün von der Die Lawine",1
"918","Max und Moritz",3
"919","Medusa",1
"920","Meeresstille",1
"921","Mein Jahr als Mörder",2
"922","Mein Jahrhundert",1
"923","Mein Kamm",1
"924","Mein Kampf",1
"925","Mein Leben",1
"926","Mein Mensch stirbt",1
"927","Meine wundervolle Buchhandlung",1
"928","Meiner Heimat Gesicht",1
"929","Melanie Raabe Die Falle",2
"930","Melnitzrk",1
"931","Melodien",1
"932","Memoiren eines Antisemiten",1
"933","Menschen im Krieg",1
"934","Mephistond",1
"935","Michael Krüger Einmal einfach",1
"936","Michelis",1
"937","Midas oder die schwarze Leinwandrk",1
"938","Mieses Karmand",1
"939","Miki Sakamoto Die Kirschblütenreise",1
"940","Milena Michiko Flašar Ich nannte ihn Krawatte",1
"941","Mirjam",1
"942","Missa sine nomine",1
"943","Mit  dem  Computer  in  den  Himmel",1
"944","Mit dem Computer in den Himmeln",1
"945","Mitteilungen aus den Memoiren des Satans",1
"946","Mittsommerschnitt",1
"947","Mogadischu Fensterplatz",1
"948","Mona Kasten Trust again",1
"949","Mond und Licht",1
"950","MondSilberTraum",1
"951","Montgomery",1
"952","Morbus Kitaharan",1
"953","Mord am Leuchtturm",1
"954","Mord im Zeichen des Zen",2
"955","Morgen war schon",1
"956","Morgen wirst du sterben",1
"957","Mozarts Friseurrk",1
"958","Musik",1
"959","Mutmaßungen über Jakob",1
"960","Mutter Courage und ihre Kinder",2
"961","Muttersprache Mameloschn",1
"962","Nabokovs Katzerk",1
"963","Nachtdienst",3
"964","Nachtwachen",1
"965","Nackt unter Wölfen",1
"966","Nadja  der Wächterin Erbe",1
"967","Nadja Küchenmeister Unter dem Wacholder",1
"968","Näher zum Himmel oder der Fall Karl Simpeln",1
"969","Narrenschiff",1
"970","Nathan der Weise",1
"971","Nathanael",1
"972","Nebel über Durban",1
"973","Netzwerk",1
"974","Neubrasilien",1
"975","Nibelungenlied",1
"976","Nicht nur wegen des Heizöls",1
"977","Nichts als Gespenster",1
"978","Nichts in Sicht",1
"979","Nie wieder Friede",1
"980","Niederdorfgeschichten",1
"981","Nimm mich ernst",2
"982","Nina Jäckle Der lange Atem",1
"983","Nino Haratischwili Die Katze und der General",1
"984","Nix amore am Lago Maggiore",1
"985","Nobodaddys Kinder",1
"986","Noll",1
"987","Norbert Gstrein Einer",1
"988","Notlandung à la rockn roll",1
"989","Novalis Die Lehrlinge zu Sais",1
"990","Novalis Heinrich von Ofterdingen",1
"991","Nullen und Einsen",1
"992","Nullzeit",1
"993","Nun singen sie wiedertoroman surselv",1
"994","Nur die Urne schwimmt",1
"995","Nur ein toter Mann ist ein guter Mann",1
"996","Odins Söhne",1
"997","Ödön Horváth von Ein Kind unserer Zeit",1
"998","Ödön Horváth von Jugend ohne Gott",1
"999","Oedipus tyrannus",1
"1000","Oh Wildnis oh Schutz vor ihr",1
"1001","Old path white clouds",1
"1002","Operation Sonnenwende",1
"1003","Oskar Baum Die Tür ins Unmögliche",1
"1004","Österreich Karl",1
"1005","Österreichische Märchen",1
"1006","Palm Beach Finland",1
"1007","Paradiese Übersee",1
"1008","Parzival",1
"1009","Pasewalk",1
"1010","Patmos",1
"1011","Patrick Süskind Die Geschichte von Herrn Sommer",1
"1012","PaudeArara",1
"1013","Paul Celan Die Niemandsrose",1
"1014","Paul Scheerbart Lesabéndio",1
"1015","Pedro Lenz Der Goalie bin ig",1
"1016","Pepe Amado",1
"1017","Peter Huchel Die neunte Stunde",1
"1018","Peter M Schuster Schöpfungswoche Tag eins",1
"1019","Peter Schlemihls wundersame Geschichte",1
"1020","Peter Splitt Der Geist von Weihnachten",1
"1021","Peter Stamm An einem Tag wie diesem",1
"1022","Peter Stamm Nacht ist der Tag",1
"1023","Peter U Arbenz Die Valdostaner",1
"1024","Play Strindberg",1
"1025","Poesie",1
"1026","Poojas Geschichte",1
"1027","Prálinek",1
"1028","Priester der Verbannten",2
"1029","Prinz Friedrich von Homburg",1
"1030","Prinzessin Sabbathnd",1
"1031","Prinzessinnenmörder",1
"1032","Projekt Atlantis",1
"1033","Projekt Babylon",1
"1034","Projekt Sakkara",1
"1035","Quellen des Friedens",1
"1036","Radetzkymarsch",1
"1037","Rafik Schami Die dunkle Seite der Liebe",1
"1038","Rafik Schami Sophia",1
"1039","Rainer Maria Rilke Die Weise von Liebe und Tod des Cornets Christoph Rilke",2
"1040","Rainer Maria Rilke Duineser Elegien",1
"1041","Rainer Maria Rilke Neue Gedichte",1
"1042","Rainer Maria Rilke Sonette an Orpheus",1
"1043","Rainer Nickel Der verbannte Stratege",1
"1044","Ralf Rothmann Im Frühling sterben",2
"1045","Rapunzel",1
"1046","Rattensommer",1
"1047","Rebel thunder",1
"1048","Rebellion der Gehenkten",1
"1049","Regenbogenboa",1
"1050","Reise in die Zärtlichkeit",1
"1051","Reise nach Jerusalem",1
"1052","Reise zwischen Nacht und Morgen",1
"1053","Reisen und Abenteuer des Simon Brown",1
"1054","Reisen vor der Sündfluth",1
"1055","Reptilia",1
"1056","Requiem für Ernst Jandl",1
"1057","Rheinsberg",1
"1058","Rilke",1
"1059","Rinaldo  Tatort Flughafen",1
"1060","Robert der Fischernd",1
"1061","Robert Menasse Die Hauptstadt",2
"1062","Robert Musil Grigia",1
"1063","Robert Walser Der Spaziergang",2
"1064","Rohstoff",1
"1065","Roman von einem Kinde",1
"1066","Rosa von Tannenburg",2
"1067","Rosalie liebt Trüffel",1
"1068","Rosalie und Trüffel",1
"1069","Rosannas Tochter",1
"1070","Rosen im Schnee",3
"1071","Rosshalde",1
"1072","Rotes Gold",1
"1073","Roth",1
"1074","Rudolf Steiner Anthroposophischer Seelenkalender",1
"1075","Rumo  die Wunder im Dunkeln",1
"1076","Ruth Loosli Wila",1
"1077","SacherMasoch",1
"1078","Saeculum",2
"1079","Sage",1
"1080","Sagen aus Friaul und den Julischen Alpen",1
"1081","Sagen und Schwänke vom Bodensee",1
"1082","Samira  Samir",1
"1083","Sämtliche Gedichte",1
"1084","Sara und Peter",1
"1085","Sarah Lark Eine Hoffnung am Ende der Welt",1
"1086","Sarmatische Zeit",1
"1087","Saša Stanišić Vor dem Fest",1
"1088","Savitri",1
"1089","Schachnovelle",1
"1090","Schaumprinzessin Lala",1
"1091","Scherben deiner Seele",1
"1092","Schicksalsbilder aus der Zeit meiner Geistesschülerschaft",1
"1093","Schicksalsschiff Bismarck",1
"1094","Schnee von gestern",1
"1095","Schneewittchen muss sterben",3
"1096","Schnell dein Leben",1
"1097","Schnitzler",1
"1098","Schöne Tage",1
"1099","Schönste Lieder",1
"1100","Schönwiesen",1
"1101","Schreckens Männer",1
"1102","Schuld",1
"1103","Schwarz und weiss",1
"1104","Schwarze Spiegel ",1
"1105","Schwester",1
"1106","Schwüle Tage",2
"1107","Sebastian Fitzek AchtNacht",1
"1108","Seelenübungen lt2",1
"1109","Sehnsucht nach Sizilien",1
"1110","Sehnsucht nach Zärtlichkeit",1
"1111","Septemberleuchtennd",1
"1112","Siddhartha",5
"1113","Siddhartha galic",1
"1114","Sieben Inseln  sieben Krimis",1
"1115","Siegfried Lenz Deutschstunde",1
"1116","Siegfried Lenz Schweigeminute",1
"1117","Silbentrennung",1
"1118","Silberkiesel",1
"1119","Singt mit Freuden vom Sieg",1
"1120","SinnZeilen",1
"1121","Sisis Verse",1
"1122","Six short stories",1
"1123","Small world",1
"1124","So zärtlich war Suleyken",1
"1125","Sommer der toten Träume",2
"1126","Sommerhaus später Iwrith",1
"1127","Sommerstück",1
"1128","Spiel im Morgengrauen ltZusammenstellung",1
"1129","Sprüche und Widersprüche",1
"1130","Spuren",1
"1131","Spurlos vorhanden",1
"1132","Staccato",2
"1133","Stadt des Goldes",1
"1134","Stefan Zweig Brennendes Geheimnis",2
"1135","Stefan Zweig Schachnovelle",1
"1136","Steirisches Fleisch und Blut",1
"1137","Sten Nadolny Selim",1
"1138","Stern über der Grenze",1
"1139","Sterne sind Hoffnung",1
"1140","Sternschnuppenklang",1
"1141","Stille Zeile sechs",1
"1142","Stiller",2
"1143","Stopfkuchen",1
"1144","Storchenglück",1
"1145","Storm",1
"1146","Sturmtrasse nach Sardinien",1
"1147","Suche den Stein zwischen Mohnblumen",1
"1148","Susn",1
"1149","Syndrom D",1
"1150","Tagsüber dieses strahlende Blau",1
"1151","Talisman",2
"1152","Talks with great composers",1
"1153","Tanausu  der letzte König der Kanaren",1
"1154","Tanz der Freundschaft",2
"1155","Tanzende Schatten oder der Zombie bin ich",1
"1156","Tap Rack Bang",1
"1157","Tapfer und treu",1
"1158","Tapfere Schneiderlein",1
"1159","Tauben im Grasnd",1
"1160","Taxi nach Paris",1
"1161","Taylor maid",1
"1162","Terézia Mora Alle Tage",1
"1163","Teufelsfrucht",1
"1164","The surgeon",1
"1165","Theodor Fontane John Maynard",1
"1166","Theodor Fontane L adultera",1
"1167","Theodor Storm Der Schimmelreiter",2
"1168","Thomas Bernhard Beton",1
"1169","Thomas Bernhard Der Stimmenimitator",1
"1170","Thomas Bernhard Der Untergeher",1
"1171","Thomas Bernhard Ja",1
"1172","Thomas Mann Der Zauberberg",1
"1173","Thomas Meinecke Hellblau",1
"1174","Tibor Rode Das Mona Lisa Virus",2
"1175","Tiere in der christlichen Legende",1
"1176","Timur Vermes Er ist wieder da",2
"1177","Tod im Olivenhain",1
"1178","Tod in Sils Maria",1
"1179","Tod in Sils Mariatoroman",1
"1180","Tod und Spielerk",1
"1181","Tödliches Paradiesnd",1
"1182","Tohuwabohu",1
"1183","Tolon",1
"1184","Totale Verdunkelung",1
"1185","Totenauberg",1
"1186","Transit",1
"1187","Traumkraut",1
"1188","Traumwichtel zu Besuch im Traumgarten des Herzensnd",1
"1189","Tristan",1
"1190","Trommeln in der Nacht",1
"1191","Tübingen zwischen Musik und Magie",1
"1192","Türkischer Honig  rotweiß",1
"1193","Turmgedichte",1
"1194","Typisch Frau",1
"1195","Übelungen",1
"1196","Über den Winter",1
"1197","Überall ist leicht zu verpassen",1
"1198","Überfahrt",1
"1199","Überm Rauschenrk",1
"1200","Ugolino",1
"1201","Ulrich Peltzer Das bessere Leben",1
"1202","Ulrich Plenzdorf Die neuen Leiden des jungen W",1
"1203","Umbrische Reisegeschichtlein",1
"1204","Und Gott sprach Wir müssen reden",1
"1205","Und Jimmy ging zum Regenbogen",1
"1206","Und wo ist der grüne Papagei",1
"1207","Unerwarteter Verlauf",1
"1208","Unerzählt",1
"1209","Ungeduld des Herzens",2
"1210","Unkenrufe",1
"1211","Unruhe der Liebe",1
"1212","Unter dem Zauberdachnd",1
"1213","Unterhaltung deutscher Ausgewanderten",1
"1214","Unterm Birnbaum",2
"1215","Unterm Rad",1
"1216","Van Deus Die Kaskaden des Salamanders",1
"1217","Van Deus Die Stufen des Bösen",1
"1218","Venezianisches Zwischenspiel",1
"1219","Venus im Pelz",1
"1220","Venuswelle",1
"1221","Venuswurf",1
"1222","Verbrechen",2
"1223","Verbrecher und Versager",1
"1224","Verdi",1
"1225","Verfolgte des Glücks",1
"1226","Verführungen",1
"1227","Vergeltung",2
"1228","Verklärte Nacht",1
"1229","Verschlungene Wege",1
"1230","Verschollen in Afrika dt",1
"1231","Versuch über die Jukebox",1
"1232","Via Mala",1
"1233","Vierundvierzig Gedichte",1
"1234","Villa Trapp Salzburg",1
"1235","Vogelweide",1
"1236","Volker Braun Die Griechen",1
"1237","Volker Kutscher Die Akte Vaterland",1
"1238","Volker Kutscher Märzgefallene",1
"1239","Volker Weidermann Ostende",1
"1240","Volksmärchen der Deutschen",2
"1241","Volkspalast oder ein Condukator im Labyrinth",1
"1242","Vollidiot",1
"1243","Vom Umhalsen der Sperlingswand oder 1 Schumannwahnsinn",1
"1244","Von fünf bis fünfundzwanzig",1
"1245","Von Häusern und Höfen daheim klingt es nach",1
"1246","Vonne Endlichkait",1
"1247","Wabers Schwarm",1
"1248","Wahre Lügengeschichten",1
"1249","Walter Kempowski Alles umsonst",1
"1250","Wann wohl das Leid ein Ende hat",1
"1251","Warum das Kind in der Polenta kocht",2
"1252","Warum hast du so große Ohren",1
"1253","Was bleibt",1
"1254","Was geschah nachdem Nora ihren Mann verlassen hatte oder Stützen der Gesellschaften",2
"1255","Was macht den Philémon schon ohne Baukis",1
"1256","Wasserfeuer",1
"1257","Wehrwolf",1
"1258","Weisheit",1
"1259","Welcome Ossi",1
"1260","WeltenSpringernd",1
"1261","Wespenzeit",1
"1262","Westöstlicher Divan",1
"1263","Wetterzeichen",1
"1264","Whitecap",1
"1265","Whiteout",1
"1266","Wie ein Vogel auf dem Ast",1
"1267","Wie in einem Spiegel",1
"1268","Wie Sonne nach dunkler Nacht",2
"1269","Wieviel Liebe braucht ein Mensch",1
"1270","Wigalois",1
"1271","Wilde Weihnachten",1
"1272","Wilhelm Busch Max und Moritz",3
"1273","Wilhelm Meisters Lehrjahre",1
"1274","Wilhelm Meisters theatralische Sendung",1
"1275","Wilhelm Tell",1
"1276","William Shakespeare Venus and Adonis",1
"1277","Winnetou",5
"1278","Winni Winzig",1
"1279","Winterreise",1
"1280","Wir lieben und wissen nichts",1
"1281","Wir sind Lockvögel Baby",1
"1282","Wo der Tag beginnt",1
"1283","Woher kommt das Glücknd",1
"1284","Woldemar",1
"1285","Wolfgang Hilbig Ich",1
"1286","Wolfgang Hildesheimer Tynset",1
"1287","Wolfram ltvon Eschenbach Parzival",1
"1288","Wolokolamsker Chaussee I  Vnd",1
"1289","Worte wie Sterne",1
"1290","Woyzeck",1
"1291","Woyzeckn",1
"1292","Wunderbar seid ihr geschaffen",1
"1293","Wunderbare Reisen zu Wasser und Lande Feldzüge und lustige Abenteuer des Freiherrn von Münchhausen",1
"1294","Wunderbare Reisen zu Wasser und Lande Feldzüge und lustige Abenteuer des Freiherrn von Münchhausenn",1
"1295","Wünsch es dir einfach  aber richtigrk",1
"1296","Wunschloses Unglück",1
"1297","Wüsteneis",1
"1298","Wüthrich",2
"1299","Your heart of ice is hot as vice ltZusammenstellung",1
"1300","Zauber kalt",1
"1301","Zeit der Stille",1
"1302","Zeit ohne  Glocken",1
"1303","Zeit zu leben und Zeit zu sterben",1
"1304","Zeitgenössische deutsche Poesie",1
"1305","Zielinski",1
"1306","Zu viele Zeugenn",1
"1307","Zuckererbsen",1
"1308","Zwei die sich lieben",1
"1309","Zwei Herren am Strand",1
"1310","Zwei Prager Geschichten",1
"1311","Zwei Sultane",1
"1312","Zweig",1
"1313","Zwischen alten Giebeln",1
"1314","Zwischenspiel",1
"1315","Zwölf Nächte",1
