"","author","place_count","title_count","residuals"
"479","Egger, Margaretha N.",1,1,-0.315852602371783
"480","Ehrensperger, Serge",2,2,0.405329382085243
"481","Ehrenstein, Albert",2,2,0.405329382085243
"482","Ehrlich, Anna",1,1,-0.315852602371783
"483","Ehrlich, Heinrich",1,1,-0.315852602371783
"484","Eichel, Christine",1,1,-0.315852602371783
"485","Eichinger, Rosemarie",1,1,-0.315852602371783
"486","Eichner, Hans",1,1,-0.315852602371783
"487","Eigner, Gerd-Peter",1,1,-0.315852602371783
"488","Einstein, Carl",1,1,-0.315852602371783
"489","Einzlkind",2,2,0.405329382085243
"490","Eisele, Martin",3,3,1.12651136654227
"491","Eisenreich, Herbert",2,2,0.405329382085243
"492","Ekert-Rotholz, Alice",2,2,0.405329382085243
"493","Elgers, Paul",1,1,-0.315852602371783
"494","Ellert, Gerhart",2,2,0.405329382085243
"495","Ellmer, Arndt",2,3,0.126511366542268
"496","Elmbrant, Björn",1,1,-0.315852602371783
"497","Elmiger, Dorothee",5,7,2.01123930437037
"498","Elsberg, Marc",4,5,1.56887533545632
"499","Elskamp, Max",1,1,-0.315852602371783
"500","Engel, Georg",1,1,-0.315852602371783
"501","Engel, Kathinka",1,2,-0.594670617914757
"502","Engel, Leopold",1,1,-0.315852602371783
"503","Engelmann, Bernt",2,2,0.405329382085243
"504","Engelmann, Philipp",1,1,-0.315852602371783
"505","Engelmann, Ulrich",1,2,-0.594670617914757
"506","Englisch, Andreas",2,2,0.405329382085243
"507","Ensafpour, Nahid",1,1,-0.315852602371783
"508","Enskat, Fritz",1,1,-0.315852602371783
"509","Enzensberger, Theresia",2,2,0.405329382085243
"510","Erath, Irmgard",2,2,0.405329382085243
"511","Erbes, Volker",1,1,-0.315852602371783
"512","Erbsland, E. S.",1,1,-0.315852602371783
"513","Erdheim, Claudia",2,3,0.126511366542268
"514","Erlbruch, Wolf",1,1,-0.315852602371783
"515","Erler, Lukas",1,1,-0.315852602371783
"516","Erler, Rainer",1,2,-0.594670617914757
"517","Ernst, Gustav",3,3,1.12651136654227
"518","Ernst, Max",1,1,-0.315852602371783
"519","Ernst, Susanna",1,1,-0.315852602371783
"520","Eschker, Wolfgang",2,2,0.405329382085243
"521","Euw, Aloys von",1,1,-0.315852602371783
"522","Evert, Roumen M.",1,2,-0.594670617914757
"523","Ewers, H. G.",1,15,-4.21930481997342
"524","Ewers, H.G.",1,1,-0.315852602371783
"525","Exner, Helmut",1,3,-0.873488633457731
"526","Fabel, Renate",1,1,-0.315852602371783
"527","Fabian, Sandra",1,3,-0.873488633457731
"528","Faktor, Jan",1,1,-0.315852602371783
"529","Falb, Daniel",1,1,-0.315852602371783
"530","Falk, Victor von",1,1,-0.315852602371783
"531","Falkensee, Margarete von",1,1,-0.315852602371783
"532","Fallwickl, Mareike",1,2,-0.594670617914757
"533","Fassbinder, Helga",1,1,-0.315852602371783
"534","Fatah, Sherko",7,13,2.33833121111253
"535","Federer, Heinrich",1,1,-0.315852602371783
