"","author","language"
"27109","Nachtwey,Uwe","slo"
"27138","Roosen,Samantha","lav"
"27154","Leynaud,René","ger"
"27193","Schenk,ChristianW.","rum"
"27201","Roosen,Samantha","lav"
"27213","Faerber,Regina","slo"
"27235","Wery,Ernestine","est"
"27341","Schlesak,Dieter","rum"
"27345","Duncker,Dora","lav"
"27401","Samur-Kajin","ger"
"27408","Mrasek,KarlNorbert","est"
"27411","Möckel,Klaus","slo"
"27436","Denk,VictorMartinOtto","rum"
"27509","Pfeil,Ellmar","lav"
"27524","Scheffel,JosephVictorvon","lit"
"27590","Dreiske,Hans-Herbert","ger"
"27606","Berkow,Karl","lav"
"27640","Behr,Hermann","est"
"27647","Stäuble,Eduard","roh"
"27683","Lange,Fritz","lav"
"27703","Pezold,Leopold","est"
"27842","Rönckendorff,Edda","lav"
"27845","Beer,Natalie","est"
"27892","Trott,Magda","lav"
"27894","Richter,HansWerner","lit"
"27895","Hartig,Dieter","epo"
"27910","Richter,HansWerner","lit"
"27911","Langthaler,Hilde","rum"
"27932","Bentivegni,Inavon","ger"
"27947","Eis,Osso","lav"
"27962","Zils,Diethard","ger"
"27995","Anderka,Johanna","ger"
"28069","Schneider,Hanna","lav"
"28194","Weill,Erwin","lav"
"28225","Šrers,Gustavs","lav"
"28226","Kerr,Charlotte","slo"
"28334","Seck-Agthe,Monika","slo"
"28379","Hain,Paul","lav"
"28747","Köttner-Benigni,Klara","slo"
"28810","Hain,Paul","lav"
"28825","Thomas,Manuel","slo"
"28967","Hain,Paul","lav"
"29015","Achermann,FranzHeinrich","lit"
"29121","Abell,ArthurM.","cat"
"29151","Lorenz-Lindemann,Karin","heb"
"29176","Buttlar,Johannesvon","slo"
"29271","Adlhoch,Christine","ger"
"29360","Spoerl,Heinrich","lav"
"29660","Panhys,Annyvon","lav"
"29850","Schreiter,Helfried","est"
"29989","Eibel,Stephan","slo"
"30101","Bolinder,Jean","fin"
"30248","Scholz,Wilhelmvon","lav"
"30358","Pawelzik,Fritz","fin"
"30599","Strasser,Johano","fry"
"30725","Klein,Eduard","lav"
"30732","Herzog,Werner","fin"
"30761","Schönthan,Gabyvon","fin"
"30840","König,Wilhelm","rum"
"30862","Kipphardt,Heinar","ara"
"30922","Mielcke,ChristianGottlieb","lit"
"30934","Görlich,Günter","ukr"
"30948","Lantos,Titus","ger"
"31008","Berg,Balthasar","fin"
"31075","Wendt,Albert","slo"
"31080","Bieber,Horst","slo"
"31280","Koß,Bert","ger"
"31281","Koß,Bert","ger"
"31313","Hildebrandt,Irma","ger"
"31452","Schwarz,Hans-Erich","ger"
"31493","Wendt,Albert","ger"
"31494","Wendt,Albert","ger"
"31497","Zenker,Helmut","slo"
"31517","Scholz-Amoulong,Sieglinde","ger"
